village_id,village,district,block,state,is_core_sample,latitude,longitude,distance_to_border_km,nearest_border_country
247,Jhala,Uttarkashi,Bhatwari,Uttarakhand,True,31.0248573,78.7101354,30.053149095708676,China
248,Mukhawa,Uttarkashi,Bhatwari,Uttarakhand,True,31.0542,78.7901,25.940859567711303,China
249,Nelang,Uttarkashi,Bhatwari,Uttarakhand,True,31.121954,79.0304088,19.41656393568026,China
250,Purali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0299258,78.7099965,29.510493060138582,China
251,Sukki,Uttarkashi,Bhatwari,Uttarakhand,True,31.014,78.7108,31.209996296877826,China
252,Chhitkul,Kinnaur,Unknown,Himachal Pradesh,False,31.3881,78.46219,24.786805555917674,China
253,Pooh,Kinnaur,Unknown,Himachal Pradesh,False,31.76159,78.5839324,8.29670894003548,China
254,Nako,Kinnaur,Unknown,Himachal Pradesh,False,31.8813748,78.6270483,8.136444355881723,China
255,Leo,Kinnaur,Unknown,Himachal Pradesh,False,31.8839167,78.5935199,11.320090582898978,China
256,Chango,Kinnaur,Unknown,Himachal Pradesh,False,31.9777573,78.5944015,8.321144231988871,China
257,Gue,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.1310531,78.5697113,0.10405885786410968,China
258,Lalung,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.14927,78.27071,19.781854349739266,China
