village_id,village,district,block,state,is_core_sample,latitude,longitude,distance_to_border_km,village_source,district_verified,ndbi_2019,lights_2019,ndbi_2019_image_count,lights_2019_image_count
137,Venia,East Kameng,Unknown,Arunachal Pradesh,True,27.7340861,93.0020799,37.180052358596086,control (non-VVP),True,-0.2212272838584845,0.23192025147951564,290,12
138,Veo,East Kameng,Unknown,Arunachal Pradesh,True,27.7219814,93.017386,39.18026752602492,control (non-VVP),True,-0.29763035454178416,0.23563725520318143,290,12
139,Kapa,East Kameng,Unknown,Arunachal Pradesh,True,27.6655139,92.9735655,39.40773498381321,control (non-VVP),True,-0.2728504288532522,0.2290165153172639,145,12
140,Chaling,East Kameng,Unknown,Arunachal Pradesh,True,27.66365,92.9723051,39.46081918358346,control (non-VVP),True,-0.26218066282409436,0.2218972191545699,145,12
141,Lamniya,East Kameng,Unknown,Arunachal Pradesh,True,27.7095829,93.0130663,39.54090859836912,control (non-VVP),True,-0.24559975102019455,0.24320897921289258,290,12
142,Parte,East Kameng,Unknown,Arunachal Pradesh,True,27.689839,93.0024418,39.80447048442179,control (non-VVP),True,-0.29374384534247283,0.23281110141576675,290,12
143,Tabey,East Kameng,Unknown,Arunachal Pradesh,True,27.6122188,92.9122259,39.99774466973592,control (non-VVP),True,-0.28003411116467586,0.2522027132060222,145,12
144,Yacho,East Kameng,Unknown,Arunachal Pradesh,True,27.6396662,92.9601837,40.53666042307762,control (non-VVP),True,-0.269818775794868,0.21870101108930148,145,12
145,Wagyang,East Kameng,Unknown,Arunachal Pradesh,True,27.6713461,93.0008935,40.980446902147314,control (non-VVP),True,-0.30112405667355147,0.2243052423665566,290,12
146,Nampe,East Kameng,Unknown,Arunachal Pradesh,True,27.6900524,93.018259,41.12206662038251,control (non-VVP),True,-0.26981226748433845,0.21910648423764442,290,12
147,Jomoh,East Kameng,Unknown,Arunachal Pradesh,True,27.6573981,92.9985809,41.82844426537984,control (non-VVP),True,-0.20340277102717758,0.24889414378745406,290,12
148,Hanche,East Kameng,Unknown,Arunachal Pradesh,True,27.7421636,93.0637776,41.93292929038523,control (non-VVP),True,-0.26537701836136257,0.2258268524209659,290,12
149,Byale,East Kameng,Unknown,Arunachal Pradesh,True,27.7356495,93.0675738,42.63914939786015,control (non-VVP),True,-0.26425893086841024,0.20430648680234648,290,12
150,Waii,East Kameng,Unknown,Arunachal Pradesh,True,27.5965694,92.9464187,43.36805820629529,control (non-VVP),True,-0.23884214457610053,0.26200620412961084,145,12
151,Namta Yangfo,East Kameng,Unknown,Arunachal Pradesh,True,27.7018661,93.0532147,43.38193597017538,control (non-VVP),True,-0.27849412133761575,0.23322037019663383,290,12
152,Lapung,East Kameng,Unknown,Arunachal Pradesh,True,27.5627371,92.8898001,43.56340878215714,control (non-VVP),True,-0.256065609920357,0.23239898805398868,146,12
153,Bodo,East Kameng,Unknown,Arunachal Pradesh,True,27.680324,93.0406964,43.58582808883735,control (non-VVP),True,-0.2553707824975743,0.22115678840235578,290,12
154,Jokhio,East Kameng,Unknown,Arunachal Pradesh,True,27.6531478,93.0282798,44.345881287237766,control (non-VVP),True,-0.22798947638543982,0.234083331602343,290,12
155,Sawa,East Kameng,Unknown,Arunachal Pradesh,True,27.6833826,93.0522114,44.37900635323837,control (non-VVP),True,-0.21829429400604064,0.2351893093810315,290,12
156,Tungi,East Kameng,Unknown,Arunachal Pradesh,True,27.674452,93.0461713,44.39177806986576,control (non-VVP),True,-0.25291235754849506,0.22249441378276438,290,12
