village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_2021,ndbi_n_2021,lights_2021,lights_n_2021,ndbi_2023,ndbi_n_2023,lights_2023,lights_n_2023,ndbi_2025,ndbi_n_2025,lights_2025,lights_n_2025,ndbi_slope,ndbi_trend_r2,lights_slope,lights_trend_r2
34,Ediya,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.9638191,95.8076515,-0.1369230982504047,147,0.3124724670850757,12,-0.1960775386775192,146,0.2663050656768981,12,-0.14262641160085,169,0.2801615282532139,12,-0.0014258283376113248,0.007637065727408406,-0.008077734707965453,0.4650420109752073
35,Emuli,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8871158,95.8356573,-0.1856659389230924,296,0.306320283516765,12,-0.2394506090297136,292,0.2618899329133175,12,-0.1938496249673306,340,0.2078206527325126,12,-0.002045921511059548,0.0199354684660031,-0.024624907696063094,0.9968181252452913
36,Gipulin,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.8479222,95.9666253,-0.1474760356162634,592,0.3267843884740178,12,-0.2101857987133024,584,0.4376102995222747,12,-0.1551418556213484,684,0.3202159871845542,12,-0.0019164550012712514,0.01255458660684335,-0.0016421003223659053,0.002478874043491418
37,Kamuyi,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.9926912,95.8050502,-0.205329250772885,147,0.2788748268842172,12,-0.2176134688012242,146,0.3092593614028414,12,-0.2235595211386188,169,0.1859434652696097,12,-0.004557567591433449,0.9612684916865106,-0.02323284040365188,0.5230645521396209
38,Mipi H.Q.,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.9641685,95.8081308,-0.1308557499351053,147,0.3101393540567378,12,-0.1977596485901337,146,0.266686176310149,12,-0.1396520035452552,169,0.2857683028531579,12,-0.0021990634025374767,0.014635694286149366,-0.006092762800894977,0.31301566785949414
39,Mipido,Dibang Valley,Anini-Mipi,Arunachal Pradesh,True,28.950424,95.8144355,-0.1537887413023987,147,0.3085821423716393,12,-0.2233647555506677,146,0.3463272931612415,12,-0.1785784268100529,170,0.2562586838046229,12,-0.0061974213769135506,0.12354541128010288,-0.013080864641754092,0.334556824437375
40,Etalin Bridge Point,Dibang Valley,Etalin-Malinye,Arunachal Pradesh,True,28.6094048,95.8703668,-0.1999526212338158,147,0.321623688221245,12,-0.2346999329789939,146,0.3701625566578766,12,-0.2276875986033733,170,0.2838107234226213,12,-0.006933744342389372,0.5695805525838162,-0.009453241199655918,0.19077020721218327
41,Maliney,Dibang Valley,Etalin-Malinye,Arunachal Pradesh,True,28.6750197,96.1532235,-0.1050082147326729,148,0.6326584644632317,12,-0.1932446638431479,155,0.2996290095433826,12,-0.1609078108537845,177,0.2216554796302345,12,-0.0139748990302779,0.39202952372799793,-0.10275074620824931,0.8862350340201905
42,Mawali,Dibang Valley,Etalin-Malinye,Arunachal Pradesh,True,28.6599698,96.0170217,-0.2238302730561919,294,0.3134561035050345,12,-0.232681254214856,292,0.3076664840004273,12,-0.1826672720744761,342,0.2334254068555309,12,0.01029075024542895,0.5946446232558733,-0.0200076741623759,0.8039524878783019
43,Punli,Dibang Valley,Etalin-Malinye,Arunachal Pradesh,True,28.6565904,95.8520788,-0.249948777410163,147,0.3304934886247752,12,-0.2783493545590722,146,0.3130530755613103,12,-0.2887034501447978,170,0.2626424579979987,12,-0.009688668183658704,0.9325925897347183,-0.016962757656694125,0.9270364525316389
