village_id,village,district,block,state,is_core_sample,latitude,longitude,built_2019,built_2019_image_count
246,Jaspur,Uttarkashi,Bhatwari,Uttarakhand,True,30.727214,78.4636435,0.04232445116867065,11
247,Jhala,Uttarkashi,Bhatwari,Uttarakhand,True,31.0248573,78.7101354,0.12160737638021693,11
248,Mukhawa,Uttarkashi,Bhatwari,Uttarakhand,True,31.0542,78.7901,0.03152960287460361,11
249,Nelang,Uttarkashi,Bhatwari,Uttarakhand,True,31.121954,79.0304088,0.04137611213776105,3
250,Purali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0299258,78.7099965,0.09282409657087617,11
251,Sukki,Uttarkashi,Bhatwari,Uttarakhand,True,31.014,78.7108,0.1419589880923362,11
252,Chhitkul,Kinnaur,Unknown,Himachal Pradesh,False,31.3881,78.46219,,11
253,Pooh,Kinnaur,Unknown,Himachal Pradesh,False,31.76159,78.5839324,0.22302858560944047,3
254,Nako,Kinnaur,Unknown,Himachal Pradesh,False,31.8813748,78.6270483,0.1439046917770201,3
255,Leo,Kinnaur,Unknown,Himachal Pradesh,False,31.8839167,78.5935199,0.09439833788992524,3
256,Chango,Kinnaur,Unknown,Himachal Pradesh,False,31.9777573,78.5944015,0.3092193458242128,3
257,Gue,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.1310531,78.5697113,0.09661491150792657,3
258,Lalung,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.14927,78.27071,0.037846376316153875,5
