village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_2021,ndbi_n_2021,lights_2021,lights_n_2021,ndbi_2023,ndbi_n_2023,lights_2023,lights_n_2023,ndbi_2025,ndbi_n_2025,lights_2025,lights_n_2025
73,Rane,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1440384,93.3476122,-0.27832641540399294,49,0.34046875735345694,4,-0.26796847866645473,49,0.3018749971109043,4,-0.30148511214444906,60,0.22284598472262068,4
74,Rawiok,Kurung Kumey,Damin,Arunachal Pradesh,True,28.137739,93.3249207,-0.2558634123077426,49,0.3974014622335499,4,-0.24428065617897676,49,0.2832967229439198,4,-0.26857098225316955,60,0.23601070319948433,4
75,Ruba,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1221707,93.2334312,-0.27891385629999027,49,0.3986414197027551,4,-0.34869461467382135,49,0.0645991101936709,4,-0.26966000578064453,60,0.24233574289123314,4
76,Senamriang,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1320477,93.3191302,-0.2707960836494038,49,0.39237150836257295,4,-0.2650930753733118,49,0.10366759544144796,4,-0.2661765849147731,60,0.2089022323738929,4
77,Sibia,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1070207,93.3012679,-0.2772284296923675,49,0.3906618517153255,4,-0.3033724830085188,49,0.12737486015039767,4,-0.24908070440918093,60,0.27808119626809014,4
78,Tarba,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1607522,93.4195471,-0.29010590136698217,49,0.45310180906637987,4,-0.2832907048309926,49,0.16583521191462358,4,-0.28536874650960287,60,0.12326209135646896,4
79,Tokriang,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1110736,93.3311986,-0.26705702890696537,49,0.3956360517283984,4,-0.31229757107812184,49,0.2941703579792407,4,-0.25332672134482187,60,0.21410674776519298,4
80,Yaso,Kurung Kumey,Damin,Arunachal Pradesh,True,28.1002726,93.3473375,-0.26425275120059744,49,0.36908231302681443,4,-0.2580673806188499,49,0.2485706329726935,4,-0.2773939528615005,60,0.21539210069829287,4
81,Buhan,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8895447,93.283152,-0.2739870490840717,49,0.27795556774289587,4,-0.19774052451878937,49,0.22050899718924769,4,-0.3068955457234833,61,0.3551237349166913,4
82,Buyang,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9419935,93.286116,-0.279253373974743,98,0.32140555173158647,4,-0.23601433247859946,98,0.25715000064836613,4,-0.25040795477896877,121,0.3117527675628662,4
83,Buyang-II,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9419935,93.286116,-0.279253373974743,98,0.32140555173158647,4,-0.23601433247859946,98,0.25715000064836613,4,-0.25040795477896877,121,0.3117527675628662,4
84,Chello,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8849215,93.291646,-0.2535542273581768,49,0.34945060575709624,4,-0.22360060862332665,49,0.20905937179178832,4,-0.24800455132048152,61,0.3939705828450761,4
85,Chimpu,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9522411,93.2566277,-0.2846069917358205,98,0.3370155055789589,4,-0.2536069241862742,98,0.28634274662663106,4,-0.27018805628608816,121,0.45556477873956375,4
