village_id,village,district,block,state,is_core_sample,latitude,longitude,distance_to_border_km,village_source,district_verified,building_count,building_total_area_m2,building_mean_confidence
169,Kamke,East Kameng,Unknown,Arunachal Pradesh,True,27.6740303,93.089903,48.10858079900222,control (non-VVP),True,44,2718.3776054382324,0.8333045460961082
170,Bameng,East Kameng,Unknown,Arunachal Pradesh,True,27.5435197,92.9483413,48.31642452509473,control (non-VVP),True,276,28016.073600769043,0.8152731885944587
171,Killo,East Kameng,Unknown,Arunachal Pradesh,True,27.685517,93.1001025,48.35318148630564,control (non-VVP),True,38,2370.219409942627,0.8221631583414579
172,Mangfi Mangam,East Kameng,Unknown,Arunachal Pradesh,True,27.6440742,93.0724919,48.392638431502654,control (non-VVP),True,136,10992.694395065308,0.8330000007853788
173,Nari Camp,East Kameng,Unknown,Arunachal Pradesh,True,27.6463432,93.0774393,48.677497437885805,control (non-VVP),True,124,13466.511751174927,0.8330000004460735
174,Yangfo,East Kameng,Unknown,Arunachal Pradesh,True,27.7351995,93.144567,48.866778809306034,control (non-VVP),True,92,7847.654895782471,0.8489282610623733
175,Rebe,East Kameng,Unknown,Arunachal Pradesh,True,27.6978845,93.1212163,49.3862257923554,control (non-VVP),True,76,5423.664365768433,0.8172552679714403
176,Bosu Camp,East Kameng,Unknown,Arunachal Pradesh,True,27.655767,93.0931091,49.44864618048417,control (non-VVP),True,24,1726.6752014160156,0.825133333603541
177,Domdila Tajo,East Kameng,Unknown,Arunachal Pradesh,True,27.6694255,93.1075453,49.86757546501422,control (non-VVP),True,88,7953.496435165405,0.8536931791088798
178,Chome,Kra daadi,Unknown,Arunachal Pradesh,True,28.1503359,93.5386063,38.70554999309764,control (non-VVP),True,8,480.0677909851074,0.8053999990224838
179,Raha,Kra daadi,Unknown,Arunachal Pradesh,True,28.1361584,93.5375846,39.50271163222105,control (non-VVP),True,48,3723.8637647628784,0.8261583348115286
180,Nikbia,Kra daadi,Unknown,Arunachal Pradesh,True,28.1267124,93.561505,42.03044209811645,control (non-VVP),True,22,1469.4441833496094,0.8084636330604553
181,Biya,Kra daadi,Unknown,Arunachal Pradesh,True,28.1035778,93.5745502,44.55838696481046,control (non-VVP),True,42,2913.9248275756836,0.8205809508051191
182,海马西,Kra daadi,Unknown,Arunachal Pradesh,True,28.2122563,93.6474944,45.41824863990996,control (non-VVP),True,22,1925.2975807189941,0.8277000026269392
183,Neorum,Kra daadi,Unknown,Arunachal Pradesh,True,28.1946749,93.6465911,45.98565409524642,control (non-VVP),True,2,249.62660217285156,0.8460000157356262
184,Korapu,Kra daadi,Unknown,Arunachal Pradesh,True,28.1693463,93.6556686,47.866969739768685,control (non-VVP),True,38,3708.672580718994,0.833852629912527
185,Dongmar Langpu,Kra daadi,Unknown,Arunachal Pradesh,True,28.1625815,93.6543169,48.049304595056384,control (non-VVP),True,18,1890.9604148864746,0.8362555371390449
186,Raba Karsang,Kra daadi,Unknown,Arunachal Pradesh,True,28.1380163,93.6578323,49.54112017283783,control (non-VVP),True,14,966.5428009033203,0.8081428578921727
187,Pipsorang,Kra daadi,Unknown,Arunachal Pradesh,True,28.1542122,93.6754322,50.32113443595387,control (non-VVP),True,142,15753.96583366394,0.8452563394962902
188,Samba Karsang,Kra daadi,Unknown,Arunachal Pradesh,True,28.1421137,93.6699491,50.403600823355866,control (non-VVP),True,12,782.8767929077148,0.8154000043869019
189,Lungba,Kra daadi,Unknown,Arunachal Pradesh,True,28.0563852,93.6123875,50.68892085304349,control (non-VVP),True,0,0.0,
190,Barbia,Kra daadi,Unknown,Arunachal Pradesh,True,28.0190623,93.587875,51.595167768399534,control (non-VVP),True,2,385.2048034667969,0.8438000082969666
191,Sangyo,Kra daadi,Unknown,Arunachal Pradesh,True,28.0739291,93.639461,51.65878822091823,control (non-VVP),True,0,0.0,
192,Yame,Kra daadi,Unknown,Arunachal Pradesh,True,28.0522324,93.6242896,51.89243002350344,control (non-VVP),True,6,665.6029968261719,0.8209999799728394
193,Furak,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1295763,93.2446185,23.644251699452592,control (non-VVP),True,6,243.2249984741211,0.8082333207130432
194,Terreline,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1411574,93.3572171,26.51802186153796,control (non-VVP),True,0,0.0,
195,Terik,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1291371,93.339988,26.77954567696128,control (non-VVP),True,6,346.4971923828125,0.7862333257993063
196,Tikla,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1115397,93.3098102,27.28139338097069,control (non-VVP),True,82,6481.6368408203125,0.8179073202900771
197,Nayapuk,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1297215,93.3536247,27.39755940715146,control (non-VVP),True,0,0.0,
198,帕普,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1632499,93.405407,27.60392116681208,control (non-VVP),True,0,0.0,
199,Sayang,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1575101,93.4060193,28.10214916095901,control (non-VVP),True,4,50.13479995727539,0.8017999827861786
200,Hagra,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0961261,93.2908666,28.286611791674424,control (non-VVP),True,4,267.9194030761719,0.8073500096797943
201,哈德,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1661506,93.419094,28.34298124436513,control (non-VVP),True,0,0.0,
202,Putong,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1031564,93.3259013,28.747518787759585,control (non-VVP),True,46,4925.372526168823,0.8461086931435958
203,Tarla,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1131762,93.3533548,28.96445497287652,control (non-VVP),True,2,50.64419937133789,0.7986999750137329
204,Kelong,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1556657,93.4203969,29.23949044212164,control (non-VVP),True,6,92.53939819335938,0.7736333211263021
205,Sareng,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1433941,93.4071107,29.32352059865547,control (non-VVP),True,10,699.7903900146484,0.8137799978256226
206,Chera,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.105217,93.352456,29.69292920662148,control (non-VVP),True,4,436.5278015136719,0.8113000094890594
207,Nayap,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1058646,93.3579216,29.890658452078466,control (non-VVP),True,2,254.1208038330078,0.8385000228881836
208,Sitam,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0986373,93.3539313,30.40360630101741,control (non-VVP),True,10,771.6991920471191,0.7733999967575074
209,Hiniyum,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.127374,93.403807,30.464343482992355,control (non-VVP),True,0,0.0,
210,Cheya,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0965707,93.3537616,30.597999096369417,control (non-VVP),True,16,1136.0547904968262,0.7839625030755997
211,Lubupa,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0922288,93.3535062,31.012561168714097,control (non-VVP),True,18,1441.6042022705078,0.8118555612034268
212,Bamo,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0971546,93.3686732,31.254154202601,control (non-VVP),True,0,0.0,
213,Dania,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1225512,93.411611,31.36375991835551,control (non-VVP),True,28,2078.740240097046,0.8518142827919551
214,Hala,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.1166163,93.416693,32.188850811278364,control (non-VVP),True,0,0.0,
215,Pilpu,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0798871,93.3655125,32.77271304001295,control (non-VVP),True,8,578.8078079223633,0.8222000151872635
216,Goa,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0881033,93.3835385,32.86599086613841,control (non-VVP),True,4,426.4031982421875,0.7885999977588654
217,Omla,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0789469,93.3730704,33.22055553315639,control (non-VVP),True,2,202.49620056152344,0.8141000270843506
218,Meruk,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0723991,93.3604476,33.279858619395576,control (non-VVP),True,0,0.0,
219,Nampe,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0957497,93.4106276,33.64910123388011,control (non-VVP),True,16,1144.3621921539307,0.7982250079512596
220,Dogwa,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0967706,93.4122381,33.6519244414456,control (non-VVP),True,16,1144.3621921539307,0.7982250079512596
221,Mariangha,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0768186,93.3779326,33.66090017580559,control (non-VVP),True,10,872.269998550415,0.8012599945068359
222,Vitalin,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8829315,93.061541,33.975486802444344,control (non-VVP),True,10,478.56500244140625,0.8370399951934815
223,Hirik,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0857154,93.4141714,34.7540263686586,control (non-VVP),True,0,0.0,
224,Subuk,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0825535,93.4104364,34.82883747652445,control (non-VVP),True,2,70.17160034179688,0.7674000263214111
225,Jali,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0713102,93.3941648,34.998439529192474,control (non-VVP),True,12,677.9700012207031,0.8162166674931844
226,Peni,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0675109,93.390127,35.154770319287536,control (non-VVP),True,8,292.44960021972656,0.7789250016212463
227,Kodela,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0167667,93.2132294,35.25202747790925,control (non-VVP),True,16,1372.5713958740234,0.7919124960899353
228,Retung,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0126009,93.220157,35.844726407084124,control (non-VVP),True,24,1311.4973907470703,0.7880666603644689
229,Furang,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0069345,93.2141257,36.33741974223333,control (non-VVP),True,4,345.2156066894531,0.8370499908924103
230,Taba,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0616364,93.4126933,36.876981618513945,control (non-VVP),True,38,2919.9563636779785,0.8220947353463424
231,Sejik,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0651757,93.4212354,37.01681620549449,control (non-VVP),True,6,697.6259956359863,0.8119999965031942
232,Gone,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9567194,93.1119431,37.800271257200585,control (non-VVP),True,16,955.6004066467285,0.8365499973297119
233,Kaney,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9880893,93.1999363,37.82599979539341,control (non-VVP),True,20,1228.345603942871,0.8117699980735779
234,Hanglik,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0712841,93.4547212,38.44375648651784,control (non-VVP),True,12,987.0121841430664,0.7987499932448069
235,Upper Lichila,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9798598,93.2015731,38.745249754930015,control (non-VVP),True,18,2034.059799194336,0.8126777741644118
236,Palo,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9441662,93.1157356,39.226567277213874,control (non-VVP),True,22,2015.2763957977295,0.8545818112113259
237,Nade,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9617646,93.1869151,40.214666278583984,control (non-VVP),True,78,6361.345817565918,0.8200102570729378
238,Lamnia,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0504537,93.4555379,40.311592515249735,control (non-VVP),True,0,0.0,
239,Lee,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9633075,93.202655,40.5273712000208,control (non-VVP),True,58,5988.940032958984,0.8334103473301592
240,Chotte,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0474404,93.455651,40.58526244923831,control (non-VVP),True,20,2687.327194213867,0.8439299941062928
241,Mala,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0438593,93.4527315,40.733939823600245,control (non-VVP),True,46,5139.890216827393,0.8325826085132101
242,Pachik,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0431644,93.4563404,41.00603214290621,control (non-VVP),True,60,7093.935642242432,0.8332899987697602
243,Lower Lichila,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9634244,93.228221,41.34605860852293,control (non-VVP),True,30,2169.9519691467285,0.7913600047429402
244,Baribayang,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9405099,93.1576514,41.57653710677136,control (non-VVP),True,20,1848.3766136169434,0.8043400049209595
245,Sipe,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9473278,93.1919733,41.89340447326483,control (non-VVP),True,10,962.0707931518555,0.8190800070762634
246,Kodela,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9589181,93.2421602,42.11795642501733,control (non-VVP),True,20,2177.5043754577637,0.8045400023460388
247,Haleba,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9535172,93.2212596,42.28019632157901,control (non-VVP),True,8,1016.3570175170898,0.8284249901771545
248,Sewaring,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9487419,93.2097591,42.281563352875466,control (non-VVP),True,4,455.4194030761719,0.8323499858379364
249,Kelin,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0334539,93.4679615,42.55146449585489,control (non-VVP),True,40,4546.347421646118,0.8304249942302704
250,Tai,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9557116,93.2503551,42.63224130132467,control (non-VVP),True,22,2270.1495971679688,0.8301454511555758
251,Mangio,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0318367,93.4689617,42.75388023518099,control (non-VVP),True,40,4546.347421646118,0.8304249942302704
252,Hashi,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.029797,93.4690502,42.94030383895248,control (non-VVP),True,42,4853.103830337524,0.8346047571727208
253,Ruktepu,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.945805,93.2387355,43.47181854815469,control (non-VVP),True,22,2533.3377685546875,0.8293454538692128
254,Rilong,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9510659,93.2673215,43.48068010680575,control (non-VVP),True,18,1817.9260063171387,0.8152111106448703
255,Fua,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9448103,93.2637154,44.0865288735071,control (non-VVP),True,16,1811.4295654296875,0.802837498486042
256,Dome,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9445671,93.2883561,44.5896695685161,control (non-VVP),True,34,2456.1884384155273,0.8147882398437051
257,Solung,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.016221,93.4805766,44.82397118514112,control (non-VVP),True,0,0.0,
258,Pariuk,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9393093,93.2903924,45.19870782941564,control (non-VVP),True,10,702.8666229248047,0.7958400130271912
259,Rakte,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.926534,93.2636139,46.06823846479028,control (non-VVP),True,0,0.0,
260,Patuk,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0084129,93.4938419,46.299794565268975,control (non-VVP),True,158,17765.906984329224,0.8232772176778769
261,Sebi,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9282641,93.3018993,46.61433157331805,control (non-VVP),True,24,2368.3075942993164,0.8003749996423721
262,Joku,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0070922,93.4973613,46.62628909613486,control (non-VVP),True,126,13896.860986709595,0.8243984154292515
263,Digging,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9235664,93.283198,46.78763481249497,control (non-VVP),True,12,1590.9217987060547,0.818450003862381
264,Mangdo,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0051556,93.4984123,46.859501027541725,control (non-VVP),True,72,8611.68276977539,0.8284583373202218
265,Relung,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9267335,93.3063161,46.86825949798589,control (non-VVP),True,16,1643.051010131836,0.7983125001192093
266,Lungte Tacha,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0384138,93.5537004,47.69094966353208,control (non-VVP),True,8,566.7692031860352,0.8316999971866608
267,Toba,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9156223,93.2907437,47.78939326062448,control (non-VVP),True,16,2003.6918258666992,0.8198250010609627
268,Kanchangjana,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9125039,93.3209425,48.71997667860336,control (non-VVP),True,8,600.5968017578125,0.8084499835968018
269,Mara,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9118254,93.3236314,48.85404267322851,control (non-VVP),True,8,600.5968017578125,0.8084499835968018
270,Jeevandept,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9115014,93.3332283,49.11695225445854,control (non-VVP),True,52,5634.540645599365,0.8383730741647574
271,Parsi-Parlo,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9895698,93.5138011,49.151363014137466,control (non-VVP),True,404,54215.30884552002,0.8228381205313277
272,Nikja,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9157176,93.3536671,49.21145406736955,control (non-VVP),True,30,4168.701805114746,0.8310333331425984
273,Tumbia,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0021269,93.5328877,49.2503520875537,control (non-VVP),True,16,1243.8092041015625,0.7878125086426735
274,Satum,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9120184,93.3437143,49.33027572220367,control (non-VVP),True,34,3654.0488319396973,0.8267941194422105
275,Labia,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9932164,93.5228247,49.38217287727649,control (non-VVP),True,44,3862.6076126098633,0.8279090875929053
276,Papin,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9124359,93.3585619,49.70071264139772,control (non-VVP),True,6,429.59239196777344,0.8575666546821594
277,Taipa,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9074231,93.3503798,50.000254036204005,control (non-VVP),True,554,64778.17851638794,0.8092397107114
278,Manghe 2,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9065246,93.3469471,50.00261881257338,control (non-VVP),True,298,35157.76974487305,0.8138067134274732
279,Chingkongne,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9172781,93.3867833,50.09319948839584,control (non-VVP),True,6,404.6051902770996,0.7754999995231628
280,Leya,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9788093,93.5157141,50.2141330349661,control (non-VVP),True,20,1296.3250255584717,0.8188700079917908
281,Jog,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9050355,93.3500017,50.24400761445297,control (non-VVP),True,808,94588.75945281982,0.8096450494952722
282,Furek,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9140344,93.3859036,50.39997565229497,control (non-VVP),True,8,599.6049919128418,0.7905499935150146
283,Boa,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9822237,93.5256281,50.50814300303482,control (non-VVP),True,40,2708.551791191101,0.8180949985980988
284,Renchiporing II,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9814404,93.5279667,50.71855795214688,control (non-VVP),True,48,3469.584376335144,0.8175416613618532
285,Radang,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9076277,93.3755482,50.7270090896494,control (non-VVP),True,6,253.25000381469727,0.8255999883015951
286,Pinging,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8985446,93.3430694,50.75289219387971,control (non-VVP),True,158,19722.649381637573,0.8204620269280446
287,Sangkun,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9292256,93.435367,50.76845974976534,control (non-VVP),True,46,3129.9832239151,0.831599992254506
288,Harrang,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9315942,93.4420695,50.82750254588048,control (non-VVP),True,6,443.72120666503906,0.8410666584968567
289,Rambo,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8974975,93.3425604,50.85186545393655,control (non-VVP),True,100,13347.92420387268,0.8193700039386749
290,马拉,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8886329,93.2980263,50.85905616580256,control (non-VVP),True,0,0.0,
291,Nyobia,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8863971,93.2907263,50.97484316509296,control (non-VVP),True,54,5320.568206787109,0.8384925899682222
292,Yerik,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0082819,93.5670426,50.99247097556977,control (non-VVP),True,28,3085.1800117492676,0.8134928558553968
293,Deyang,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8852661,93.2892168,51.06698450676937,control (non-VVP),True,54,5320.568206787109,0.8384925899682222
294,Konkup,Kurung Kumey,Unknown,Arunachal Pradesh,True,28.0111367,93.5726645,51.14934662725592,control (non-VVP),True,8,428.9539909362793,0.8264249861240387
295,Renchiporing,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9775535,93.5336956,51.4060132841194,control (non-VVP),True,38,3643.415979385376,0.8103684249677157
296,Johak,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8807287,93.2817346,51.40770745829745,control (non-VVP),True,12,1274.4362297058105,0.817550003528595
297,Sullung Tapin,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8941928,93.3556556,51.55323025971673,control (non-VVP),True,16,723.6823997497559,0.8176499977707863
298,Yapak 2,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.900174,93.3802795,51.65969396405898,control (non-VVP),True,80,8908.027165412903,0.8248024970293045
299,Tapone,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.905549,93.4006325,51.79468143929064,control (non-VVP),True,16,849.1825866699219,0.7769249975681305
300,Sangsar,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9123798,93.4211037,51.870012288391685,control (non-VVP),True,24,1690.1676025390625,0.8327583322922388
301,Jiri,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9024698,93.394667,51.902330560889375,control (non-VVP),True,10,563.4739952087402,0.7898399949073791
302,Rate,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9025231,93.4035863,52.21322105588406,control (non-VVP),True,20,1098.4043922424316,0.7937900006771088
303,Molo,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9634667,93.5271662,52.25035030613911,control (non-VVP),True,12,1318.6643829345703,0.8395666579405466
304,Kokpunayer,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8696105,93.2638666,52.25205034776048,control (non-VVP),True,42,2948.9349994659424,0.8306190485046023
305,Rite,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9046219,93.4117605,52.29938591724223,control (non-VVP),True,8,914.4196014404297,0.8126000165939331
306,Yarpu,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9101363,93.4264549,52.31129939409694,control (non-VVP),True,6,787.9063873291016,0.873033324877421
307,Manghe 1,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8964882,93.3905192,52.38200201966226,control (non-VVP),True,10,653.6658000946045,0.818120002746582
308,Najibibuk,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8683639,93.2642347,52.3948285914516,control (non-VVP),True,42,2948.9349994659424,0.8306190485046023
309,Taram,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9628134,93.5366038,52.86940455626912,control (non-VVP),True,0,0.0,
310,Tabumna,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8598023,93.2528662,53.09351796866028,control (non-VVP),True,12,895.9786186218262,0.8082166711489359
311,Yarpu,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.894643,93.4225849,53.73157852709238,control (non-VVP),True,20,1466.3583869934082,0.8383600115776062
312,Langbang,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9544909,93.540336,53.82502054267635,control (non-VVP),True,82,9402.63557434082,0.8215853688193531
313,Made,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9780177,93.5788669,54.24125028274002,control (non-VVP),True,84,6069.516639709473,0.8204071408226377
314,Kele,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9032308,93.4632364,54.57472977853739,control (non-VVP),True,4,329.1442108154297,0.8652999997138977
315,Sera,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.9554003,93.5546431,54.61031844795788,control (non-VVP),True,46,3967.711639404297,0.8170086948767953
316,Byate,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8878009,93.4444302,55.29752731979862,control (non-VVP),True,12,922.4502067565918,0.7982000013192495
317,Keya,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8850396,93.4612545,56.28702084330097,control (non-VVP),True,20,1290.5346202850342,0.8178900003433227
318,Panyi,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8742022,93.4525059,56.99915437798174,control (non-VVP),True,80,9581.0586643219,0.8263000011444092
319,Kush Lami,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8754594,93.4559652,57.017342103096205,control (non-VVP),True,82,9764.270471572876,0.8282121957802191
320,Pari,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8773703,93.4806463,57.90796227435106,control (non-VVP),True,36,3541.0642013549805,0.82605555984709
321,Nibi,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8906614,93.5152047,58.290531000282,control (non-VVP),True,106,7160.7806186676025,0.8158622665225335
322,Leba,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.889732,93.5177222,58.507068066069465,control (non-VVP),True,106,7160.7806186676025,0.8158622665225335
323,Sara,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8764655,93.5162563,59.69502349076612,control (non-VVP),True,22,1458.218406677246,0.7986818172714927
324,Hiba,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8672206,93.4999319,59.79411601184075,control (non-VVP),True,50,5412.255405426025,0.8257279992103577
325,Langria,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.7303718,93.2723198,59.90006834905566,control (non-VVP),True,42,2480.9734115600586,0.8196666638056437
326,Dengba,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8559794,93.479899,59.98757661935535,control (non-VVP),True,6,207.32039642333984,0.7829333345095316
327,Payu,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.7289942,93.2749594,60.20162200196997,control (non-VVP),True,42,2480.9734115600586,0.8196666638056437
328,Sangme,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8554992,93.4857201,60.29218859321547,control (non-VVP),True,88,7541.029220581055,0.8156431845643304
329,Cheki,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8689915,93.5175395,60.47393621617884,control (non-VVP),True,10,808.0883979797363,0.8518799901008606
330,Palang,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.7081538,93.27106,61.00002383100187,control (non-VVP),True,6,432.18141174316406,0.8420666654904684
331,Phassang,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.7243116,93.2813307,61.00114956989782,control (non-VVP),True,114,9575.744045257568,0.8166333353310301
332,Leel,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8437826,93.4758359,61.027728437158686,control (non-VVP),True,68,6029.337963104248,0.8262470557409174
333,Dara,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8616633,93.5158884,61.097009884854096,control (non-VVP),True,52,3334.013967514038,0.801965383382944
334,Sangripo,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.7227416,93.282713,61.20402338700937,control (non-VVP),True,116,9616.413246154785,0.8161500024384466
335,Sangte,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.7291192,93.288153,61.34319384028954,control (non-VVP),True,78,5921.783981323242,0.8135179449350406
336,Mujariang,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.7257548,93.2911669,61.78015811059391,control (non-VVP),True,112,8114.650188446045,0.8122785687446594
337,Leya,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.7282734,93.2932093,61.82821044976273,control (non-VVP),True,116,8816.622997283936,0.8140155138640568
338,Leel Camp,Kurung Kumey,Unknown,Arunachal Pradesh,True,27.8432284,93.497014,62.00909168626551,control (non-VVP),True,106,12960.156188964844,0.8336792419541557
