village_id,village,district,block,state,is_core_sample,latitude,longitude,distance_to_border_km,village_source,district_verified,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count
50,Swami Camp,Anjaw,Unknown,Arunachal Pradesh,True,28.0761921,96.5004673,35.71663701514807,control (non-VVP),True,-0.19930794987611627,-0.16516368784604138,24,29,0.5850804611527828,0.32384849021358053,4,4
51,Chameliang,Anjaw,Unknown,Arunachal Pradesh,True,28.081538,96.5395274,36.10070905223501,control (non-VVP),True,-0.20359912544052788,-0.23649458152984432,24,29,0.41625839341806886,0.4461633055002098,4,4
52,Nenuliang,Anjaw,Unknown,Arunachal Pradesh,True,28.0695914,96.5025516,36.47740878026867,control (non-VVP),True,-0.1878222063823921,-0.17071990866919876,24,29,0.5065770644834988,0.27574278792560497,4,4
53,Khupa Township,Anjaw,Unknown,Arunachal Pradesh,True,28.0654038,96.4926664,36.669653927690405,control (non-VVP),True,-0.19398592333324433,-0.15994994503233928,24,29,0.6955633566050786,0.6249831730307753,4,4
54,Amliang,Anjaw,Unknown,Arunachal Pradesh,True,28.0586788,96.4688356,36.772239821896335,control (non-VVP),True,-0.23763431946604072,-0.17202423893542437,24,29,0.43823744364956907,0.21413128271116225,4,4
55,Mompani,Anjaw,Unknown,Arunachal Pradesh,True,28.0513007,96.4415599,36.90022530314944,control (non-VVP),True,-0.21072551075900098,-0.2331188065693693,24,29,0.23159807697022508,0.19935174486279614,4,4
56,Langjon,Anjaw,Unknown,Arunachal Pradesh,True,28.053427,96.4586965,37.07185575220221,control (non-VVP),True,-0.21154162775090096,-0.2052854060415417,24,29,0.22818562106012372,0.19700389811426502,4,4
57,Thamptong 266699,Anjaw,Unknown,Arunachal Pradesh,True,28.0678982,96.519264,37.09174843787751,control (non-VVP),True,-0.2605775627224846,-0.23795331843992482,24,29,0.28730918574188136,0.184070800538216,4,4
58,Talang,Anjaw,Unknown,Arunachal Pradesh,True,28.0840788,96.5820921,37.17372787408739,control (non-VVP),True,-0.25063872202525456,-0.24681053135492634,24,29,0.3228409086455263,0.2571369107407899,4,4
59,Mahikong,Anjaw,Unknown,Arunachal Pradesh,True,28.0544424,96.4828253,37.58834433224498,control (non-VVP),True,-0.19684234835084174,-0.20888479223626977,24,29,0.36180862764605376,0.20388826843252228,4,4
