village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_2019,lights_2019,ndbi_2019_image_count,lights_2019_image_count
154,Shakti,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.61139,91.71387,-0.1260120843578221,0.2329732731216999,73.0,12.0
155,Shoktsen,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.7416556,91.7318533,-0.1182935328577724,0.2249546281662252,74.0,12.0
156,Sirdi,Tawang,Zemithang-Dudunghar,Arunachal Pradesh,True,27.6466524,91.7230296,-0.116658401729483,0.2556603465761457,73.0,12.0
157,Bishing,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,29.1107736,95.0268102,-0.2997562091859582,0.2022763532990868,72.0,12.0
158,Bona,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,29.0974164,94.9475348,-0.2727441728193379,0.2398667754287099,72.0,12.0
159,Mankota,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,28.8878329,95.0759463,-0.2661325392268238,0.2131152111178543,288.0,12.0
160,Mayum,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,29.0924208,94.9597907,-0.3329363289209234,0.2283946246922866,72.0,12.0
161,Tashi Gaon,Upper Siang,Singa-Gelling,Arunachal Pradesh,True,28.8743385,95.1028336,-0.2976834025357191,0.2055347831587174,288.0,12.0
162,Jido,Upper Siang,Tuting,Arunachal Pradesh,True,28.9820594,94.904882,-0.1682743695794036,0.2127882093849761,72.0,12.0
163,Lali,Upper Siang,Tuting,Arunachal Pradesh,True,29.0003932,94.8912175,-0.150526019734859,0.439733799297514,72.0,12.0
164,Ngaming,Upper Siang,Tuting,Arunachal Pradesh,True,28.9686342,94.9381419,-0.2009354508289968,0.2040294774780019,72.0,12.0
165,Nyering,Upper Siang,Tuting,Arunachal Pradesh,True,28.9360701,95.0104597,-0.3080926501408211,0.2221435203651587,72.0,12.0
166,Pango,Upper Siang,Tuting,Arunachal Pradesh,True,28.8870297,94.7578559,-0.241253325749498,0.1795119028988775,144.0,12.0
167,Pekong,Upper Siang,Tuting,Arunachal Pradesh,True,28.9878787,94.8919255,-0.1682996957627182,0.3124242469073663,72.0,12.0
168,Pekong,Upper Siang,Tuting,Arunachal Pradesh,True,28.9878787,94.8919255,-0.1682996957627182,0.3124242469073663,72.0,12.0
169,Pokbir,Upper Siang,Tuting,Arunachal Pradesh,True,28.963981,94.9375517,-0.2009804575636633,0.2031123936340229,72.0,12.0
170,Rishing,Upper Siang,Tuting,Arunachal Pradesh,True,28.9984023,94.8852907,-0.1404156079803267,0.4827456334077476,72.0,12.0
171,Tenggo,Upper Siang,Tuting,Arunachal Pradesh,True,29.0668244,94.478654,-0.2552496475635434,0.2418184275790292,72.0,12.0
172,Dadu,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.3625828,93.5395735,-0.1861788816301477,0.2299392260899201,85.0,12.0
173,Gumsing,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4321817,93.2172532,-0.0226281652698584,0.2390497230034507,148.0,12.0
174,Lingbing,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4367283,93.2151175,-0.0345427424452839,0.2471605925502103,148.0,12.0
175,Redding,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4851077,93.4621565,-0.2515082284559919,0.2671160124448123,147.0,12.0
176,Redding Camp,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4851077,93.4621565,-0.2515082284559919,0.2671160124448123,147.0,12.0
177,Taying,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4321817,93.2172532,-0.0226281652698584,0.2390497230034507,148.0,12.0
178,Yaja,Upper Subansiri,Limeking,Arunachal Pradesh,True,28.4354329,93.2468461,-0.0396971595203267,0.2461092525069397,148.0,12.0
179,Chokar,Upper Subansiri,Nacho,Arunachal Pradesh,True,28.4279157,93.8094041,-0.2372520444110274,0.2442416713635126,74.0,12.0
180,Jerigaon,West Kameng,Nafra,Arunachal Pradesh,True,27.3403204,92.4726477,-0.0247643740606533,0.3570768206513354,73.0,12.0
181,Khellong,West Kameng,Nafra,Arunachal Pradesh,True,27.0133852,92.4145185,-0.3202387356049405,0.1941573367206941,74.0,12.0
