village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count,ndbi_change,lights_change
11,Dhanbari,Anjaw,Walong,Arunachal Pradesh,True,28.0078075,96.6214266,-0.247305063298806,-0.2751264898937322,48,58,0.0815770501217199,0.2494983380689324,4,4,-0.027821426594926174,0.1679212879472125
12,Dong,Anjaw,Walong,Arunachal Pradesh,True,28.1679203,97.0389469,-0.1052093889697206,-0.1608515452643401,48,58,0.3120449447671529,0.2158851202961872,4,4,-0.055642156294619494,-0.09615982447096569
13,Gong,Anjaw,Walong,Arunachal Pradesh,True,28.1700892,97.0008029,-0.2381452388733587,-0.1832103134477606,48,58,0.2829678858633453,0.2113621274498214,4,4,0.05493492542559811,-0.0716057584135239
14,Hot Spring,Anjaw,Walong,Arunachal Pradesh,True,28.2928975,97.1638576,-0.1701920714146532,-0.2559970994471193,24,29,0.2909883724758659,0.1934662244776687,4,4,-0.08580502803246609,-0.0975221479981972
15,Hunung,Anjaw,Walong,Arunachal Pradesh,True,27.8741289,96.9451026,-0.2544357316516141,-0.2679511350777377,24,29,0.1546618656529952,0.2180044366224378,4,4,-0.013515403426123618,0.0633425709694426
16,Kaho,Anjaw,Walong,Arunachal Pradesh,True,28.3034238,97.0250574,-0.1615273722343476,-0.1938778007094258,48,58,0.2667283931397963,0.3638496144385182,4,4,-0.03235042847507821,0.09712122129872192
17,Khrawit,Anjaw,Walong,Arunachal Pradesh,True,27.9044705,96.9437389,-0.2489965067745979,-0.262061867123321,24,29,0.218662791985478,0.1299390952089432,4,4,-0.013065360348723132,-0.0887236967765348
18,Krowti,Anjaw,Walong,Arunachal Pradesh,True,28.2354088,97.0273216,-0.1740521763956032,-0.1799361002638896,48,58,0.1763103317665866,0.2471043754841476,4,4,-0.0058839238682864,0.07079404371756101
19,Krowti Labour Camp,Anjaw,Walong,Arunachal Pradesh,True,28.2318311,97.0285584,-0.1593871000360554,-0.1342129617965073,48,58,0.2276133863107029,0.2530088490452123,4,4,0.025174138239548116,0.025395462734509405
20,Kundan,Anjaw,Walong,Arunachal Pradesh,True,28.2425043,97.0254063,-0.1688052835337248,-0.1684327566019071,48,58,0.1410292516777057,0.20817052688096,4,4,0.0003725269318176905,0.0671412752032543
21,Musai,Anjaw,Walong,Arunachal Pradesh,True,28.2588294,97.0287424,-0.137899917964084,-0.1515465782513991,48,58,0.2220741144950147,0.2612610522789501,4,4,-0.013646660287315121,0.039186937783935366
22,Samdul,Anjaw,Walong,Arunachal Pradesh,True,27.8858936,96.9223997,-0.1639046524612286,-0.1299642596969927,24,29,0.271476130159396,0.26601276554159,4,4,0.03394039276423588,-0.005463364617805999
23,Supkung,Anjaw,Walong,Arunachal Pradesh,True,28.1588813,97.0363709,-0.1528996539306198,-0.1670069602195754,48,58,0.2925166050230018,0.2667829321402384,4,4,-0.014107306288955596,-0.025733672882763403
24,Walong,Anjaw,Walong,Arunachal Pradesh,True,28.1294938,97.0166444,-0.1249048635663252,-0.1382053208704159,48,58,0.7029051149592679,1.4988207511446716,4,4,-0.013300457304090699,0.7959156361854037
