village_id,village,district,block,state,is_core_sample,latitude,longitude,distance_to_border_km,village_source,district_verified,vv_before,vh_before,vv_after,vh_after,sar_before_image_count,sar_after_image_count
82,Basam,Dibang Valley,Unknown,Arunachal Pradesh,True,29.0406371,95.8135986,21.81207441458054,control (non-VVP),True,-2.491061317425194,-9.258261781506505,-2.6185716771697436,-9.382892989924237,9,10
83,Rilley,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8599437,95.9809166,22.764206356793835,control (non-VVP),True,-9.297375047702621,-15.46991668356756,-9.400927779871664,-15.601457802354034,19,19
84,dian,Dibang Valley,Unknown,Arunachal Pradesh,True,28.9488654,95.6849583,23.39036782499988,control (non-VVP),True,-6.463694755006289,-13.563306125556172,-6.832209785732677,-13.824663567490903,8,10
85,埃巴尼,Dibang Valley,Unknown,Arunachal Pradesh,True,29.0173756,95.8081057,23.9627626264192,control (non-VVP),True,-4.323390247691485,-11.283870269440706,-4.429388970287631,-11.375343103010279,8,10
86,Atalin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8368966,95.9659782,25.176539267310137,control (non-VVP),True,-9.117459359696738,-15.49103715269329,-9.152852155635756,-15.66923163486791,19,19
87,Ahunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8345474,95.9597204,25.83864178208416,control (non-VVP),True,-9.31569198975707,-15.697123686609672,-9.468411796855749,-15.987351200192245,19,19
88,Abali,Dibang Valley,Unknown,Arunachal Pradesh,True,28.99724,95.8076255,26.034179785880767,control (non-VVP),True,-8.90147543518277,-15.254179048464255,-8.999954054104274,-15.429946349483071,8,10
89,Beyanli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.9959135,95.8079275,26.18250955105191,control (non-VVP),True,-9.360166995025471,-15.658528138898168,-9.45667049890276,-15.871072856430114,8,10
90,Awalin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7056681,96.1699665,26.211338075489483,control (non-VVP),True,-5.509980968536845,-12.191799334342429,-4.863394676140343,-11.7161933552744,19,19
91,Singo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8257925,95.9457494,27.496207989464107,control (non-VVP),True,-6.80770208165045,-13.60472010759013,-7.0195810332602395,-14.015382853381956,19,19
92,Mihundo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.829056,95.9393137,27.89030060387755,control (non-VVP),True,-6.985060010406827,-13.351937971339101,-7.25420431661056,-13.809275187942935,19,19
93,Akolin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8236778,95.9416852,27.95640540054999,control (non-VVP),True,-6.726578752356463,-13.360592934868384,-6.859444714332309,-13.653037527222512,19,19
94,Ayongo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8230669,95.9418373,27.97493894289717,control (non-VVP),True,-6.844371785754836,-13.526288394044489,-6.9748926819718555,-13.830714640019535,19,19
95,Ahunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8140704,95.9419262,28.44828524069856,control (non-VVP),True,-10.208624251213195,-16.47714019543467,-10.369039820628581,-16.789469420960334,19,19
96,Angulin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.9748478,95.8112262,28.49318519693004,control (non-VVP),True,-8.862601919184184,-14.977504360026158,-9.138714782968188,-15.44204900897929,8,10
97,Makuni,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8221427,95.9310087,28.9594463116276,control (non-VVP),True,-6.577985687373082,-13.192040439399575,-6.788154066394728,-13.527821615923134,19,19
98,Etabe,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8079186,95.9351971,29.358010050916832,control (non-VVP),True,-9.827240102648013,-16.11703213914496,-9.945188857320879,-16.424714124854628,19,19
99,Baro,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7934003,95.9284162,30.75864356991968,control (non-VVP),True,-9.89736625430375,-16.320891889782896,-9.861962423902975,-16.501267406195467,19,19
100,Apanli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6700204,96.1056557,31.29422934107572,control (non-VVP),True,-7.3833559856375315,-13.978223529791945,-7.368108112867857,-14.049444038983426,19,24
101,Larango,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7880718,95.918821,31.86607740091618,control (non-VVP),True,-8.845959201309688,-15.308051264000714,-9.067677906042828,-15.652470219966787,19,19
102,Amuli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7875753,95.9141519,32.28166853802251,control (non-VVP),True,-8.205632288819373,-14.917201797358004,-8.38821339796507,-15.161148727871698,19,19
103,Brango,Dibang Valley,Unknown,Arunachal Pradesh,True,28.9405604,95.8173923,32.29183869008044,control (non-VVP),True,-5.962874630415195,-12.74961739726652,-6.036919198277244,-12.851812520234867,19,19
104,Akunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8111887,95.8962517,32.5355921450053,control (non-VVP),True,-8.108779548217758,-14.501017305256418,-8.160951622877704,-14.760983908841537,19,19
105,Karu,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8049354,95.8992688,32.587821958149284,control (non-VVP),True,-8.064327122761396,-14.711936923283103,-8.37538353857085,-15.016096217242199,19,19
106,Tanga II,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8136293,95.893295,32.67631994699575,control (non-VVP),True,-5.436675995685089,-12.34333857859594,-5.641358801168793,-12.61657244062773,19,19
107,Akhunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6685127,96.059513,32.993165287526374,control (non-VVP),True,-5.343079916117362,-12.147337207368532,-4.803465812417106,-11.772642890248905,19,24
108,Maro,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8314281,95.8735957,33.65500502664909,control (non-VVP),True,-12.05586248207903,-17.516510255041773,-11.782019755361281,-17.72715825275054,19,19
109,Tapo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8150846,95.8784431,33.92158477451002,control (non-VVP),True,-12.678282062221557,-18.558597400556927,-12.692683625144896,-18.869593114974872,19,19
110,Amboli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7782095,95.9006268,33.951810510469485,control (non-VVP),True,-7.941339187515448,-14.704730696531094,-8.047672509588043,-14.825031086701658,19,19
111,Charkilo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8156575,95.8773093,33.996313730005284,control (non-VVP),True,-12.753011966003188,-18.65957284857556,-12.814835665230413,-18.995064186448083,19,19
112,Maroli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8551403,95.8604802,34.02008814842359,control (non-VVP),True,-7.983584402698926,-14.23786088411687,-7.954791475449933,-14.32303974748012,19,19
113,Angulin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7972034,95.8857247,34.1570920023645,control (non-VVP),True,-8.837904308923793,-15.25938719410804,-9.10543539510603,-15.57364493270912,19,19
114,Athunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6575175,96.0218393,35.703524383599735,control (non-VVP),True,-7.55702437462084,-14.567550202227654,-7.864764907940093,-14.963635784633137,19,24
115,Anose,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6322763,96.0147489,35.94683270524162,control (non-VVP),True,-9.71940709803415,-16.527636314883296,-10.02867087398541,-16.806196130481684,19,24
116,恰帕,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6587596,96.0107761,36.10892685686056,control (non-VVP),True,-6.672696416162401,-13.71119882260395,-7.079348198564907,-14.112956439346195,19,24
117,Ilupu,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7766747,95.8707591,36.53752328568139,control (non-VVP),True,-9.639891182757298,-15.970384753567027,-9.964999823410604,-16.30560584556242,19,19
118,Alombro,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8912928,95.8139536,37.44827678081757,control (non-VVP),True,-7.816187656196934,-14.22994899396234,-8.23750388498323,-14.740062319473,19,19
119,岷东,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7733786,95.8573956,37.85177130688197,control (non-VVP),True,-5.938498633621543,-12.630515091363682,-6.282524406681642,-12.924051895264164,19,19
120,昂里,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6444365,95.9929441,38.360632618269065,control (non-VVP),True,-6.942829802545758,-13.911319981006754,-7.333508033980417,-14.122360834423665,19,24
121,Aruko,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6365123,96.0073067,38.42709422070483,control (non-VVP),True,-5.125690990163158,-12.176262421497118,-5.506828499221458,-12.407596491948883,19,24
122,阿米里,Dibang Valley,Unknown,Arunachal Pradesh,True,28.3999197,95.9040857,39.043917134710846,control (non-VVP),True,-6.985846533596696,-14.044069115394786,-7.404840677651772,-14.494685520691686,19,24
123,Ashambra,Dibang Valley,Unknown,Arunachal Pradesh,True,28.4083935,95.8960457,39.78552162439113,control (non-VVP),True,-5.754197282533733,-13.06778132275806,-6.411764027418566,-13.695445555364195,19,24
124,Immli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7250516,95.8683257,39.89816301809222,control (non-VVP),True,-11.155764613113677,-17.03521184710911,-10.998827399534335,-17.486095232011092,19,19
125,Koronli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.4146922,95.8929454,40.07023852433401,control (non-VVP),True,-9.173378698932035,-16.303751969349012,-9.777733096631817,-16.686688556097256,19,24
126,柯委,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7183921,95.8681743,40.35795197178727,control (non-VVP),True,-8.253525476129258,-14.855990821673187,-7.402774451396832,-14.2644901704908,19,19
127,鲁波,Dibang Valley,Unknown,Arunachal Pradesh,True,28.4499048,95.8843525,41.02762145083768,control (non-VVP),True,-4.114682198651341,-11.191234265368776,-4.449402309673617,-11.494918944353493,19,24
128,Ichigo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.5155155,95.8937841,41.32167078574314,control (non-VVP),True,-6.057692075904911,-12.934151778245072,-6.346688414968882,-13.263222064269259,19,24
129,Arope,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6313227,95.9389968,42.48747530154613,control (non-VVP),True,-7.541880837241628,-14.548779759980382,-7.787140695540959,-14.784404970305108,19,24
130,Waing,East Kameng,Unknown,Arunachal Pradesh,True,27.7737215,92.9303658,28.808420130737865,control (non-VVP),True,-1.9344782833192204,-9.190262480742968,-2.2862595721827277,-9.46893925633674,10,13
131,Saria Takhong,East Kameng,Unknown,Arunachal Pradesh,True,27.7461293,92.9324466,30.596867243551923,control (non-VVP),True,-5.945526367871793,-13.004985997299222,-6.309542257143248,-13.292723847910022,10,13
