village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_scl_before,ndbi_scl_after,ndbi_scl_before_image_count,ndbi_scl_after_image_count
183,Habak,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.1084846,93.5827385,-0.3105119995377485,-0.285182334119415,25,30
184,Hapuk (I),Kra daadi,Pipsorang,Arunachal Pradesh,True,28.0967863,93.5839299,-0.3070578866075677,-0.3059283759999601,25,30
185,Kokso,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.0838152,93.6115937,-0.29149705524245934,-0.2780674689012992,25,30
186,Richik,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.064816,93.6543383,-0.27863995734002955,-0.2712666194453363,25,30
187,Chungthang,North,Chungthang,Sikkim,True,27.604236,88.6465196,-0.1922933620441204,-0.13575649114905694,24,31
188,Tung,North,Chungthang,Sikkim,True,27.5475,88.6493,-0.25704129965154326,-0.22547444517948126,24,31
189,Chawang,North,Kabi Tingda,Sikkim,True,27.4415,88.5992,-0.2421785239599051,-0.25812311632853585,24,31
190,Labi,North,Kabi Tingda,Sikkim,True,27.4373,88.6584,-0.26740776023130536,-0.2618958365312279,24,31
191,Paney-Phensong,North,Kabi Tingda,Sikkim,True,27.4340487,88.6127695,-0.21393426142287075,-0.236149775932273,24,31
192,Phamtam,North,Kabi Tingda,Sikkim,True,27.4557,88.61,-0.24546814989012689,-0.23413874412696398,24,31
193,Phodong,North,Kabi Tingda,Sikkim,True,27.4130306,88.5838702,-0.2168033097116727,-0.26025918244898066,24,31
194,Ramthang,North,Kabi Tingda,Sikkim,True,27.4039854,88.550947,-0.21655767083781943,-0.24217946760669887,24,31
195,Rongong,North,Kabi Tingda,Sikkim,True,27.4092,88.5635,-0.24747849228884636,-0.26608587115015603,24,31
196,Tangyek,North,Kabi Tingda,Sikkim,True,27.4207,88.527,-0.21765060790385146,-0.2329848553135825,24,31
