system:index,after_image_count,before_image_count,block,district,is_core_sample,lights_after,lights_before,ndbi_after,ndbi_before,state,village,village_id,.geo
0000000000000000006e,6,4,Sarli,Kurung Kumey,true,0.3630444483624564,0.3465083396765921,-0.262210793176637,-0.35316482787994125,Arunachal Pradesh,Bala,111,"{""type"":""Point"",""coordinates"":[93.1252487214903,27.94310390175336]}"
0000000000000000006f,6,4,Sarli,Kurung Kumey,true,0.3466463423356778,0.4138081963865826,-0.2725940276248663,-0.32974832880302557,Arunachal Pradesh,Chaching,112,"{""type"":""Point"",""coordinates"":[93.23394822787014,27.937596911952358]}"
00000000000000000070,7,5,Sarli,Kurung Kumey,true,0.3706465051256194,0.3891010012862156,-0.26097300212380575,-0.3073635603517948,Arunachal Pradesh,Chulu,113,"{""type"":""Point"",""coordinates"":[93.05452291968159,27.87920944275853]}"
00000000000000000071,13,9,Sarli,Kurung Kumey,true,0.21293025944042523,0.3919966248344918,-0.25526620248592147,-0.2571249900782913,Arunachal Pradesh,Gane,114,"{""type"":""Point"",""coordinates"":[93.03913456194614,27.9643158454646]}"
00000000000000000072,6,4,Sarli,Kurung Kumey,true,0.35704189562264765,0.39181005488560844,-0.31429084559066695,-0.3345811072395685,Arunachal Pradesh,Haraiho,115,"{""type"":""Point"",""coordinates"":[93.13839415139584,27.980448873075968]}"
00000000000000000073,7,5,Sarli,Kurung Kumey,true,0.28896299916666185,0.30854820555301526,-0.23419084248841907,-0.2563605984417585,Arunachal Pradesh,Kapu,116,"{""type"":""Point"",""coordinates"":[93.07524882137801,27.887998330934877]}"
00000000000000000074,6,4,Sarli,Kurung Kumey,true,0.28744179624940236,0.3954684031577967,-0.28950684952513134,-0.3579791890812501,Arunachal Pradesh,Koropu,117,"{""type"":""Point"",""coordinates"":[93.20233766050227,27.98990662641033]}"
00000000000000000075,7,5,Sarli,Kurung Kumey,true,0.31061728567921887,0.3580471343798804,-0.3107366746887102,-0.31664305424805156,Arunachal Pradesh,Machane,118,"{""type"":""Point"",""coordinates"":[93.07700124809202,27.92209707669058]}"
00000000000000000076,6,4,Sarli,Kurung Kumey,true,0.3287049531265422,0.37144706945295813,-0.292850023101287,-0.33004279683422894,Arunachal Pradesh,Malo,119,"{""type"":""Point"",""coordinates"":[93.11535397625269,27.956383104690516]}"
00000000000000000077,13,9,Sarli,Kurung Kumey,true,0.24256944517294574,0.3912083305584059,-0.252400227552799,-0.31013491152778094,Arunachal Pradesh,Milli,120,"{""type"":""Point"",""coordinates"":[93.05746592637686,27.950635323432625]}"
00000000000000000078,6,4,Sarli,Kurung Kumey,true,0.27120650864878354,0.4064365890291002,-0.29849328359440236,-0.3492899180329298,Arunachal Pradesh,Namjo,121,"{""type"":""Point"",""coordinates"":[93.18496946189909,27.942996883328078]}"
00000000000000000079,6,4,Sarli,Kurung Kumey,true,0.3924721021737371,0.39006137511959027,-0.2856852613988962,-0.3340694717656902,Arunachal Pradesh,New Sarli,122,"{""type"":""Point"",""coordinates"":[93.17052197448594,27.958220254324537]}"
0000000000000000007a,7,5,Sarli,Kurung Kumey,true,0.30509476139393943,0.37011426604179504,-0.25570432029698903,-0.2835189640347876,Arunachal Pradesh,Riya,123,"{""type"":""Point"",""coordinates"":[93.04673287014121,27.877679971097205]}"
0000000000000000007b,6,4,Sarli,Kurung Kumey,true,0.3658749994304445,0.36615554617510904,-0.2873395814127847,-0.3313052285552583,Arunachal Pradesh,Sape,124,"{""type"":""Point"",""coordinates"":[93.13214249171892,27.9549294377471]}"
0000000000000000007c,6,4,Sarli,Kurung Kumey,true,0.4459378526766115,0.4261982095535231,-0.2459598599704251,-0.27678083332165,Arunachal Pradesh,Sarli,125,"{""type"":""Point"",""coordinates"":[93.16337403549726,27.95255719598666]}"
0000000000000000007d,6,4,Sarli,Kurung Kumey,true,0.454445987674335,0.41548719418075397,-0.26069019897597906,-0.29487779422272825,Arunachal Pradesh,Sate,126,"{""type"":""Point"",""coordinates"":[93.15724277154878,27.953738857765828]}"
0000000000000000007e,6,4,Sarli,Kurung Kumey,true,0.37203961085262044,0.3506975437048823,-0.27967275327522106,-0.3265336240024735,Arunachal Pradesh,Wabia,127,"{""type"":""Point"",""coordinates"":[93.13603974603964,27.941391606948837]}"
0000000000000000007f,6,4,Sarli,Kurung Kumey,true,0.37203961085262044,0.3506975437048823,-0.27967275327522106,-0.3265336240024735,Arunachal Pradesh,Walu,128,"{""type"":""Point"",""coordinates"":[93.13603974603964,27.941391606948837]}"
00000000000000000080,7,5,Sarli,Kurung Kumey,true,0.3722185084519445,0.3559476067389931,-0.25564901959876846,-0.29010409933509457,Arunachal Pradesh,Waru,129,"{""type"":""Point"",""coordinates"":[93.04481099758719,27.885264901989114]}"
00000000000000000081,7,4,Hunli-Desali,Lower Dibang,true,0.2585227187152977,0.3704739508369809,-0.2676304330301027,-0.3257446605125987,Arunachal Pradesh,Chanli,130,"{""type"":""Point"",""coordinates"":[96.02962622433857,28.292349614461347]}"
00000000000000000082,1,0,Jang-Thingbu,Tawang,true,0.3202275168419414,0.4303357383850279,-0.23115565956225134,,Arunachal Pradesh,Broxer,131,"{""type"":""Point"",""coordinates"":[91.96319806876019,27.622646145446417]}"
00000000000000000083,1,0,Jang-Thingbu,Tawang,true,0.24545248425923863,0.32119343945613277,-0.05304154767097509,,Arunachal Pradesh,Luguthang,132,"{""type"":""Point"",""coordinates"":[92.18574734323661,27.59482135487292]}"
00000000000000000084,1,0,Jang-Thingbu,Tawang,true,0.3161027759313583,0.3468083338936169,-0.2157198259583121,,Arunachal Pradesh,Mago,133,"{""type"":""Point"",""coordinates"":[92.20810973501965,27.68833762216578]}"
00000000000000000085,1,0,Jang-Thingbu,Tawang,true,0.3306306021229568,0.385983743575389,-0.28406984951152175,,Arunachal Pradesh,Namazing,134,"{""type"":""Point"",""coordinates"":[91.97682062247847,27.550627204332216]}"
00000000000000000086,2,0,Jang-Thingbu,Tawang,true,0.34378069719033594,0.3553850362742586,-0.26997589780474973,,Arunachal Pradesh,Rho,135,"{""type"":""Point"",""coordinates"":[91.98722816433721,27.61410696692906]}"
00000000000000000087,1,0,Kitpi,Tawang,true,0.8910295632002608,0.7674832500384322,-0.20323992249299672,,Arunachal Pradesh,Kitpi,136,"{""type"":""Point"",""coordinates"":[91.90283967690074,27.573118910045796]}"
00000000000000000088,1,0,Kitpi,Tawang,true,0.8910295632002608,0.7674832500384322,-0.20323992249299672,,Arunachal Pradesh,Kitpi II,137,"{""type"":""Point"",""coordinates"":[91.90283967690074,27.573118910045796]}"
00000000000000000089,1,0,Tawang,Tawang,true,0.6431692916443162,0.505458374225919,-0.2539869656073324,,Arunachal Pradesh,Famla,138,"{""type"":""Point"",""coordinates"":[91.85233143926837,27.561244323940468]}"
0000000000000000008a,1,0,Tawang,Tawang,true,0.3746731844694255,0.47067877064204083,-0.256491688115161,,Arunachal Pradesh,Gyangong Ani Gompa,139,"{""type"":""Point"",""coordinates"":[91.85251872151261,27.60030604916865]}"
0000000000000000008b,1,0,Tawang,Tawang,true,0.38174292994084325,0.4276327735960147,-0.25403813382359924,,Arunachal Pradesh,Jangda,140,"{""type"":""Point"",""coordinates"":[91.97423880296851,27.594232753533866]}"
0000000000000000008c,1,0,Tawang,Tawang,true,2.616215016513496,1.1382530873593397,-0.08021677957257878,,Arunachal Pradesh,Mandrelling,141,"{""type"":""Point"",""coordinates"":[91.86972639247786,27.595289560483533]}"
0000000000000000008d,1,0,Tawang,Tawang,true,0.308291103187445,0.40250281529786347,-0.2385102391512998,,Arunachal Pradesh,Sakpret,142,"{""type"":""Point"",""coordinates"":[91.79900950887126,27.575678434050474]}"
0000000000000000008e,1,0,Tawang,Tawang,true,0.6624443152699545,0.465676511681425,-0.28197395129757574,,Arunachal Pradesh,Shyro,143,"{""type"":""Point"",""coordinates"":[91.94647643980977,27.57444772215973]}"
0000000000000000008f,1,0,Tawang,Tawang,true,2.616215016513496,1.1382530873593397,-0.08021677957257878,,Arunachal Pradesh,Singsore Ani Gompa,144,"{""type"":""Point"",""coordinates"":[91.86972639247786,27.595289560483533]}"
00000000000000000090,1,0,Tawang,Tawang,true,0.7879515067324324,0.6517865126879849,-0.20191489820809738,,Arunachal Pradesh,Tawang Gompa,145,"{""type"":""Point"",""coordinates"":[91.85738805986297,27.58660769073247]}"
00000000000000000091,1,0,Tawang,Tawang,true,0.33192963213168264,0.4080505126856784,-0.2653726588467839,,Arunachal Pradesh,Thongleng,146,"{""type"":""Point"",""coordinates"":[91.79215141145107,27.572940546003657]}"
00000000000000000092,1,0,Zemithang-Dudunghar,Tawang,true,0.33076124221421366,0.39060393153281703,-0.2580526012125603,,Arunachal Pradesh,Brokenthang,147,"{""type"":""Point"",""coordinates"":[91.72411890667863,27.735260742551194]}"
00000000000000000093,1,0,Zemithang-Dudunghar,Tawang,true,2.258225009110239,0.4590222281548712,-0.19981814545332074,,Arunachal Pradesh,Gorsam,148,"{""type"":""Point"",""coordinates"":[91.7142464569463,27.69732716988953]}"
00000000000000000094,1,0,Zemithang-Dudunghar,Tawang,true,0.3098797524635424,0.43595358896042136,-0.24564606000810424,,Arunachal Pradesh,Kharman,149,"{""type"":""Point"",""coordinates"":[91.74630739352058,27.691851393795897]}"
00000000000000000095,1,0,Zemithang-Dudunghar,Tawang,true,0.4354022217529446,0.40663965970444277,-0.28054192727425054,,Arunachal Pradesh,Lumpo,150,"{""type"":""Point"",""coordinates"":[91.7144025254832,27.720483281660073]}"
00000000000000000096,2,0,Zemithang-Dudunghar,Tawang,true,0.29052338757467167,0.33146436183914574,-0.28320301810386106,,Arunachal Pradesh,Maling,151,"{""type"":""Point"",""coordinates"":[92.06936034664062,27.635082578284475]}"
00000000000000000097,1,0,Zemithang-Dudunghar,Tawang,true,0.34695155931873156,0.4327366310265123,-0.20062452884730833,,Arunachal Pradesh,Muktur,152,"{""type"":""Point"",""coordinates"":[91.66276167618322,27.58005727128496]}"
00000000000000000098,1,0,Zemithang-Dudunghar,Tawang,true,0.29951233239719155,0.4197701747307863,-0.24772880158360513,,Arunachal Pradesh,Ramyang,153,"{""type"":""Point"",""coordinates"":[91.6549671675418,27.514700227144598]}"
00000000000000000099,1,0,Zemithang-Dudunghar,Tawang,true,0.2779838768837847,0.3881952142688934,-0.2404797223544494,,Arunachal Pradesh,Shakti,154,"{""type"":""Point"",""coordinates"":[91.71386743335677,27.611391374387523]}"
0000000000000000009a,1,0,Zemithang-Dudunghar,Tawang,true,0.3194972159465154,0.3772250004609426,-0.310937506911448,,Arunachal Pradesh,Shoktsen,155,"{""type"":""Point"",""coordinates"":[91.73185544700637,27.741655093461837]}"
0000000000000000009b,1,0,Zemithang-Dudunghar,Tawang,true,0.3041517878217357,0.3810212085954845,-0.23194435804230928,,Arunachal Pradesh,Sirdi,156,"{""type"":""Point"",""coordinates"":[91.72303088602159,27.646653945518175]}"
0000000000000000009c,2,1,Singa-Gelling,Upper Siang,true,0.2564114711531552,0.3785300560975925,-0.27358375271678936,-0.32820304219591634,Arunachal Pradesh,Bishing,157,"{""type"":""Point"",""coordinates"":[95.02681007022701,29.110773021810804]}"
0000000000000000009d,2,1,Singa-Gelling,Upper Siang,true,0.2997216138056384,0.37054300557949316,-0.3199182093980965,-0.36356815640337575,Arunachal Pradesh,Bona,158,"{""type"":""Point"",""coordinates"":[94.94753617169886,29.097418014155735]}"
0000000000000000009e,11,9,Singa-Gelling,Upper Siang,true,0.3015419021831544,0.21005307962108588,-0.2567813037319043,-0.30362190499110203,Arunachal Pradesh,Mankota,159,"{""type"":""Point"",""coordinates"":[95.07594490473495,28.887831346441672]}"
0000000000000000009f,2,1,Singa-Gelling,Upper Siang,true,0.28481613938685435,0.2898435756220644,-0.31564555336696565,-0.34175884034553505,Arunachal Pradesh,Mayum,160,"{""type"":""Point"",""coordinates"":[94.95978978139372,29.092419361874825]}"
000000000000000000a0,11,9,Singa-Gelling,Upper Siang,true,0.18895368238112759,0.1120731033734046,-0.2930082359635714,-0.3439282862539439,Arunachal Pradesh,Tashi Gaon,161,"{""type"":""Point"",""coordinates"":[95.10283328408721,28.87433810665394]}"
000000000000000000a1,2,1,Tuting,Upper Siang,true,0.5107936900999166,0.340143814781862,-0.2341779749626746,-0.26098395187300377,Arunachal Pradesh,Jido,162,"{""type"":""Point"",""coordinates"":[94.90488041102161,28.982061069903082]}"
000000000000000000a2,2,1,Tuting,Upper Siang,true,0.4764654273913538,0.3625192072009413,-0.179407790029906,-0.19283813409964365,Arunachal Pradesh,Lali,163,"{""type"":""Point"",""coordinates"":[94.89121772539383,29.000392434333808]}"
000000000000000000a3,2,1,Tuting,Upper Siang,true,0.2615405986452262,0.23702446677130506,-0.24143370905879222,-0.28502203768614803,Arunachal Pradesh,Ngaming,164,"{""type"":""Point"",""coordinates"":[94.93814084577924,28.968634716631165]}"
000000000000000000a4,2,1,Tuting,Upper Siang,true,0.21899999904963705,0.18558332739604844,-0.3079164713566772,-0.3503306110761032,Arunachal Pradesh,Nyering,165,"{""type"":""Point"",""coordinates"":[95.01045854666403,28.93606990163785]}"
000000000000000000a5,4,5,Tuting,Upper Siang,true,0.21036027830885054,0.42199120197621376,-0.24378612428731436,-0.2809857859917926,Arunachal Pradesh,Pango,166,"{""type"":""Point"",""coordinates"":[94.75785493108738,28.88702870825205]}"
000000000000000000a6,2,1,Tuting,Upper Siang,true,0.7041823590409729,0.3113276014174697,-0.1834793366818581,-0.19535964760337624,Arunachal Pradesh,Pekong,167,"{""type"":""Point"",""coordinates"":[94.89192672246133,28.987880196777837]}"
000000000000000000a7,2,1,Tuting,Upper Siang,true,0.7041823590409729,0.3113276014174697,-0.1834793366818581,-0.19535964760337624,Arunachal Pradesh,Pekong,168,"{""type"":""Point"",""coordinates"":[94.89192672246133,28.987880196777837]}"
000000000000000000a8,2,1,Tuting,Upper Siang,true,0.2747167189522545,0.1984350912608985,-0.23457478244449415,-0.2713400647730443,Arunachal Pradesh,Pokbir,169,"{""type"":""Point"",""coordinates"":[94.9375522444402,28.96397941513136]}"
000000000000000000a9,2,1,Tuting,Upper Siang,true,0.48181592039059473,0.3043103490575933,-0.15213286028811962,-0.16263171536553483,Arunachal Pradesh,Rishing,170,"{""type"":""Point"",""coordinates"":[94.8852915800938,28.99840367526397]}"
000000000000000000aa,2,1,Tuting,Upper Siang,true,0.22914734181781482,0.4186147929685269,-0.2956632829928379,-0.27573952742331753,Arunachal Pradesh,Tenggo,171,"{""type"":""Point"",""coordinates"":[94.47865277772694,29.06682412182804]}"
000000000000000000ab,1,0,Limeking,Upper Subansiri,true,0.1403259657693831,0.3846933745218245,-0.25041299958160906,,Arunachal Pradesh,Dadu,172,"{""type"":""Point"",""coordinates"":[93.53957501407332,28.362584915154173]}"
000000000000000000ac,2,1,Limeking,Upper Subansiri,true,0.24610497747336965,0.3683591099075191,-0.29862058298239796,-0.28689207076721845,Arunachal Pradesh,Gumsing,173,"{""type"":""Point"",""coordinates"":[93.21725335352603,28.432182564396356]}"
000000000000000000ad,2,1,Limeking,Upper Subansiri,true,0.29543599094907713,0.3932008811048588,-0.26467688972301723,-0.27373172428166276,Arunachal Pradesh,Lingbing,174,"{""type"":""Point"",""coordinates"":[93.21511744412143,28.43672638836982]}"
000000000000000000ae,2,1,Limeking,Upper Subansiri,true,0.2817762392001916,0.3899696068539804,-0.31620228513343857,-0.29448080014557726,Arunachal Pradesh,Redding,175,"{""type"":""Point"",""coordinates"":[93.46215610158339,28.485107634799707]}"
000000000000000000af,2,1,Limeking,Upper Subansiri,true,0.2817762392001916,0.3899696068539804,-0.31620228513343857,-0.29448080014557726,Arunachal Pradesh,Redding Camp,176,"{""type"":""Point"",""coordinates"":[93.46215610158339,28.485107634799707]}"
000000000000000000b0,2,1,Limeking,Upper Subansiri,true,0.24610497747336965,0.3683591099075191,-0.29862058298239796,-0.28689207076721845,Arunachal Pradesh,Taying,177,"{""type"":""Point"",""coordinates"":[93.21725335352603,28.432182564396356]}"
000000000000000000b1,2,1,Limeking,Upper Subansiri,true,0.28080735163128456,0.40488864292280713,-0.28180277987089364,-0.2530374809762644,Arunachal Pradesh,Yaja,178,"{""type"":""Point"",""coordinates"":[93.2468439481167,28.43543324906432]}"
000000000000000000b2,1,0,Nacho,Upper Subansiri,true,0.18550277791089478,0.3750000028146638,-0.315223829217193,,Arunachal Pradesh,Chokar,179,"{""type"":""Point"",""coordinates"":[93.80940413701944,28.427915204688215]}"
000000000000000000b3,1,0,Nafra,West Kameng,true,0.5429743304183441,0.4558677555594061,-0.12225134817341338,,Arunachal Pradesh,Jerigaon,180,"{""type"":""Point"",""coordinates"":[92.47264590501533,27.340322621348545]}"
000000000000000000b4,2,3,Nafra,West Kameng,true,0.38076148301463114,0.309070552416638,-0.46607789083879186,-0.30244671278887353,Arunachal Pradesh,Khellong,181,"{""type"":""Point"",""coordinates"":[92.41451706368261,27.013385791210947]}"
000000000000000000b5,1,0,Pipsorang,Kra daadi,true,0.27917134363329815,0.3726039296790456,-0.3333553589696217,,Arunachal Pradesh,Gatam,182,"{""type"":""Point"",""coordinates"":[93.60013852458123,28.097946185834264]}"
000000000000000000b6,1,0,Pipsorang,Kra daadi,true,0.3073743024684864,0.3241340743762821,-0.3282724456754491,,Arunachal Pradesh,Habak,183,"{""type"":""Point"",""coordinates"":[93.58273911227067,28.108483041623558]}"
000000000000000000b7,1,0,Pipsorang,Kra daadi,true,0.2770603135849739,0.3507835331132474,-0.33751485188497343,,Arunachal Pradesh,Hapuk (I),184,"{""type"":""Point"",""coordinates"":[93.58392969225194,28.096786819560368]}"
000000000000000000b8,1,0,Pipsorang,Kra daadi,true,0.292033184499923,0.2891816623232363,-0.3149943793030271,,Arunachal Pradesh,Kokso,185,"{""type"":""Point"",""coordinates"":[93.61159395518753,28.083815294595897]}"
000000000000000000b9,1,0,Pipsorang,Kra daadi,true,0.29292696232206367,0.35574719360035456,-0.29801364699928856,,Arunachal Pradesh,Richik,186,"{""type"":""Point"",""coordinates"":[93.65433889788586,28.064815065007163]}"
000000000000000000ba,0,0,Chungthang,North,true,1.2165513032980793,0.6308510039733456,,,Sikkim,Chungthang,187,"{""type"":""Point"",""coordinates"":[88.64651870520714,27.60423451719674]}"
000000000000000000bb,0,0,Chungthang,North,true,0.2935869548233058,0.35227424773484173,,,Sikkim,Tung,188,"{""type"":""Point"",""coordinates"":[88.64930118426449,27.547501374493752]}"
000000000000000000bc,0,0,Kabi Tingda,North,true,0.288821878451371,0.44468714923439323,,,Sikkim,Chawang,189,"{""type"":""Point"",""coordinates"":[88.59919872482797,27.441499624251236]}"
000000000000000000bd,0,0,Kabi Tingda,North,true,0.28975222696174757,0.3786971040385338,,,Sikkim,Labi,190,"{""type"":""Point"",""coordinates"":[88.65840220951458,27.437299151058884]}"
000000000000000000be,0,0,Kabi Tingda,North,true,0.3232611079679595,0.4371305547157924,,,Sikkim,Paney-Phensong,191,"{""type"":""Point"",""coordinates"":[88.61276776933362,27.434048466390923]}"
000000000000000000bf,0,0,Kabi Tingda,North,true,0.28823876719126545,0.4824101111527239,,,Sikkim,Phamtam,192,"{""type"":""Point"",""coordinates"":[88.60999866757942,27.45570186110646]}"
000000000000000000c0,0,0,Kabi Tingda,North,true,0.6688695272055734,0.5310151700362045,,,Sikkim,Phodong,193,"{""type"":""Point"",""coordinates"":[88.58386833540622,27.413032723126033]}"
000000000000000000c1,0,0,Kabi Tingda,North,true,0.30722911676085024,0.5081123074276992,,,Sikkim,Ramthang,194,"{""type"":""Point"",""coordinates"":[88.55094679232865,27.403985207088592]}"
000000000000000000c2,0,0,Kabi Tingda,North,true,0.30360056403295954,0.49559776603176603,,,Sikkim,Rongong,195,"{""type"":""Point"",""coordinates"":[88.56349916179408,27.409202355321124]}"
000000000000000000c3,0,0,Kabi Tingda,North,true,0.3687612486019563,0.42501404382539604,,,Sikkim,Tangyek,196,"{""type"":""Point"",""coordinates"":[88.52700141967163,27.42069791783691]}"
000000000000000000c4,0,0,Kabi Tingda,North,true,0.41641291075208214,0.48964324834641443,,,Sikkim,Tingchim,197,"{""type"":""Point"",""coordinates"":[88.5277327122444,27.460758481701067]}"
000000000000000000c5,0,0,Kabi Tingda,North,true,0.33671595329152687,0.506157913777445,,,Sikkim,Tingda,198,"{""type"":""Point"",""coordinates"":[88.62719742034257,27.395700197331294]}"
000000000000000000c6,0,0,Kabi Tingda,North,true,0.3374163868568148,0.4771209528945893,,,Sikkim,Tumlong,199,"{""type"":""Point"",""coordinates"":[88.58983015351468,27.41987298414202]}"
000000000000000000c7,0,0,Lachen,North,true,0.3793191960513858,0.5748744416715843,,,Sikkim,Lachen,200,"{""type"":""Point"",""coordinates"":[88.54690684677422,27.730547472737705]}"
000000000000000000c8,0,0,Lachung,North,true,0.27416944816093913,0.4371599673959058,,,Sikkim,Lachung,201,"{""type"":""Point"",""coordinates"":[88.71526466614812,27.779401383879254]}"
000000000000000000c9,0,0,Passingdang,North,true,0.2371570278727819,0.4505470559642969,,,Sikkim,Barfok,202,"{""type"":""Point"",""coordinates"":[88.49099863776611,27.49769767482781]}"
000000000000000000ca,0,0,Passingdang,North,true,0.2961453653838301,0.38481334650813187,,,Sikkim,Gor,203,"{""type"":""Point"",""coordinates"":[88.49841858191904,27.430280526000764]}"
000000000000000000cb,0,0,Passingdang,North,true,0.32552514342622385,0.48102514920287953,,,Sikkim,Hee-Gyathang,204,"{""type"":""Point"",""coordinates"":[88.49910082438022,27.481600320024874]}"
000000000000000000cc,0,0,Passingdang,North,true,0.2748852105850869,0.33348823758415785,,,Sikkim,Lingdem,205,"{""type"":""Point"",""coordinates"":[88.45693110571779,27.54948121536148]}"
000000000000000000cd,0,0,Passingdang,North,true,0.36652542382983844,0.43143784386963496,,,Sikkim,Lingdong,206,"{""type"":""Point"",""coordinates"":[88.51946107979026,27.507307037597986]}"
000000000000000000ce,0,0,Passingdang,North,true,0.31888261245685556,0.45703159696496093,,,Sikkim,Lingthem,207,"{""type"":""Point"",""coordinates"":[88.5014686070396,27.522472440280758]}"
000000000000000000cf,0,0,Passingdang,North,true,0.2830895408905122,0.4133787578483577,,,Sikkim,Lingzah-Tolung,208,"{""type"":""Point"",""coordinates"":[88.446603827678,27.571000837045407]}"
000000000000000000d0,0,0,Passingdang,North,true,0.2872315373863416,0.3942617449984454,,,Sikkim,Lum,209,"{""type"":""Point"",""coordinates"":[88.48000249456831,27.394001279829933]}"
000000000000000000d1,0,0,Passingdang,North,true,0.3577055269600572,0.38411035992809245,,,Sikkim,Namok,210,"{""type"":""Point"",""coordinates"":[88.53758286647145,27.450466876469715]}"
000000000000000000d2,0,0,Passingdang,North,true,0.24539966322059262,0.3890334421139455,,,Sikkim,Sakyong-Pentong,211,"{""type"":""Point"",""coordinates"":[88.40489785552512,27.579700543200676]}"
000000000000000000d3,0,0,Passingdang,North,true,0.3351638817787171,0.46064166247844696,,,Sikkim,Salim Pakel,212,"{""type"":""Point"",""coordinates"":[88.5518029397309,27.537900929925684]}"
000000000000000000d4,0,0,Passingdang,North,true,0.2952306081024413,0.3968672612922935,,,Sikkim,Sangtok,213,"{""type"":""Point"",""coordinates"":[88.5039969173369,27.409099795996898]}"
000000000000000000d5,0,0,Passingdang,North,true,0.32531843425175333,0.4166648125182317,,,Sikkim,Sheyam,214,"{""type"":""Point"",""coordinates"":[88.5280002583076,27.436701631517725]}"
000000000000000000d6,0,0,Passingdang,North,true,0.29564688390931165,0.4249547938505808,,,Sikkim,Shipgyer,215,"{""type"":""Point"",""coordinates"":[88.63361406675847,27.55444419483396]}"
000000000000000000d7,0,0,Passingdang,North,true,0.29453784967451163,0.4521325079927466,,,Sikkim,Tingbong,216,"{""type"":""Point"",""coordinates"":[88.49839628641378,27.552401926551482]}"
000000000000000000d8,0,0,Passingdang,North,true,0.483145340056264,0.4851290734127314,,,Sikkim,Zimchung,217,"{""type"":""Point"",""coordinates"":[88.53209817217574,27.490300026180147]}"
000000000000000000d9,9,9,Joshimath,Chamoli,true,0.5164439601759458,0.4466109949902727,-0.006503939483155977,-0.032625623694586575,Uttarakhand,Bampa,218,"{""type"":""Point"",""coordinates"":[79.82971655627074,30.74366461387531]}"
000000000000000000da,9,9,Joshimath,Chamoli,true,0.6272813314431172,0.41740550538504867,0.054785293577041275,0.01788852005754109,Uttarakhand,Gamsali,219,"{""type"":""Point"",""coordinates"":[79.82618940733747,30.75599848738915]}"
000000000000000000db,9,9,Joshimath,Chamoli,true,0.4415546497034896,0.4239754081098108,0.07414724835263937,0.0799022003894946,Uttarakhand,Gurguti,220,"{""type"":""Point"",""coordinates"":[79.8758013656581,30.7737992187945]}"
000000000000000000dc,5,5,Joshimath,Chamoli,true,9.61591963577682,3.650337121247474,-0.06794167801424539,-0.058862261492669224,Uttarakhand,Joshimath,221,"{""type"":""Point"",""coordinates"":[79.5612608364491,30.555575272339908]}"
000000000000000000dd,14,14,Joshimath,Chamoli,true,0.4977439737699011,0.38583059308298845,0.062120434771262334,0.047112799058738525,Uttarakhand,Kailashpur,222,"{""type"":""Point"",""coordinates"":[79.86390002494646,30.714800852756355]}"
000000000000000000de,5,5,Joshimath,Chamoli,true,1.331686730598258,0.7887063460448945,-0.2139277234458188,-0.17715983216634626,Uttarakhand,Mahargaon,223,"{""type"":""Point"",""coordinates"":[79.42058065731392,30.40611066412945]}"
000000000000000000df,14,14,Joshimath,Chamoli,true,0.7274836150189155,0.4313864679641079,0.001218140361760588,-0.0358805836235214,Uttarakhand,Malari,224,"{""type"":""Point"",""coordinates"":[79.88937041016375,30.684550311209776]}"
000000000000000000e0,9,9,Joshimath,Chamoli,true,0.49689182552506006,0.3644241083361232,0.13243907100140215,0.04618447801087393,Uttarakhand,Mana,225,"{""type"":""Point"",""coordinates"":[79.41097129454376,30.96712354496665]}"
000000000000000000e1,6,2,Munsyari,Pithoragarh,true,0.5044755442958812,0.37299727687369233,-0.013893462552491652,-0.02758832271297766,Uttarakhand,Bilju,226,"{""type"":""Point"",""coordinates"":[80.16590602109424,30.394940615990578]}"
000000000000000000e2,6,2,Munsyari,Pithoragarh,true,0.45907417771580455,0.3631098909364952,-0.06128748586603493,-0.0976651924744709,Uttarakhand,Burphu,227,"{""type"":""Point"",""coordinates"":[80.1842329264239,30.36665653800857]}"
000000000000000000e3,6,2,Munsyari,Pithoragarh,true,0.449457833010944,0.3521522428485414,-0.02281266250011188,-0.06203506356385017,Uttarakhand,Martoli,228,"{""type"":""Point"",""coordinates"":[80.19315558763185,30.34824936885995]}"
000000000000000000e4,6,2,Munsyari,Pithoragarh,true,0.4765948789070321,0.3494602001415345,-0.07730566990755114,-0.11101466935785893,Uttarakhand,Rilkot,229,"{""type"":""Point"",""coordinates"":[80.20803114874614,30.310445110128832]}"
000000000000000000e5,6,2,Munsyari,Pithoragarh,true,0.4128994565619074,0.3532472845652829,-0.11888859229865845,-0.16156638821485014,Uttarakhand,Tola,230,"{""type"":""Point"",""coordinates"":[80.2121156853111,30.33568808119239]}"
000000000000000000e6,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.49888678145305315,0.376882443674724,-0.23712745855558273,-0.29149763491482633,Uttarakhand,Baling,231,"{""type"":""Point"",""coordinates"":[80.54798855395981,30.209223516215612]}"
000000000000000000e7,7,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.4001619034946685,0.3672832047442049,-0.19805418422742355,-0.19980942124301765,Uttarakhand,Dar,232,"{""type"":""Point"",""coordinates"":[80.60294697444353,30.069216661339514]}"
000000000000000000e8,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.438032388196426,0.3236196508588174,-0.15069878297893805,-0.18643612987958866,Uttarakhand,Dugtu,233,"{""type"":""Point"",""coordinates"":[80.5679028992645,30.20999939979891]}"
