village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_scl_before,ndbi_scl_after,ndbi_scl_before_image_count,ndbi_scl_after_image_count
196,Tangyek,North,Kabi Tingda,Sikkim,True,27.4207,88.527,-0.21719649247926429,-0.2329848553135825,24,31
197,Tingchim,North,Kabi Tingda,Sikkim,True,27.4607586,88.5277316,-0.21850129640816573,-0.23565067344544136,24,31
198,Tingda,North,Kabi Tingda,Sikkim,True,27.3957,88.6272,-0.2479140397925442,-0.2613269895869332,24,31
199,Tumlong,North,Kabi Tingda,Sikkim,True,27.4198712,88.5898311,-0.23351939993132215,-0.2580534337961274,24,31
200,Lachen,North,Lachen,Sikkim,True,27.7305455,88.5469054,-0.23261233560824007,-0.25383976775551637,24,31
201,Lachung,North,Lachung,Sikkim,True,27.7794,88.7152648,-0.25327979022254254,-0.3326961876629831,24,31
202,Barfok,North,Passingdang,Sikkim,True,27.4977,88.491,-0.2533010629627746,-0.28644648801772293,24,31
203,Gor,North,Passingdang,Sikkim,True,27.4302826,88.4984203,-0.23396434775250144,-0.2365066377351995,24,31
204,Hee-Gyathang,North,Passingdang,Sikkim,True,27.4816,88.4991,-0.23439028213916935,-0.25743576848689476,24,31
205,Lingdem,North,Passingdang,Sikkim,True,27.5494817,88.4569319,-0.20090841537015888,-0.2332286811682589,24,31
206,Lingdong,North,Passingdang,Sikkim,True,27.5073091,88.5194632,-0.22395909257865365,-0.25210479738682456,24,31
207,Lingthem,North,Passingdang,Sikkim,True,27.5224732,88.5014686,-0.2277863284942572,-0.25165999818227625,24,31
208,Lingzah-Tolung,North,Passingdang,Sikkim,True,27.571,88.4466,-0.2017130476624211,-0.26120493990949906,24,31
209,Lum,North,Passingdang,Sikkim,True,27.394,88.48,-0.2433821142777546,-0.2735865125159743,24,31
210,Namok,North,Passingdang,Sikkim,True,27.4504654,88.5375829,-0.23713632747670207,-0.26178109242936437,24,31
211,Sakyong-Pentong,North,Passingdang,Sikkim,True,27.5797,88.4049,-0.22117010585267,-0.2541911077567361,24,31
212,Salim Pakel,North,Passingdang,Sikkim,True,27.5379,88.5518,-0.2566372522189299,-0.2916587629219316,24,31
213,Sangtok,North,Passingdang,Sikkim,True,27.4091,88.504,-0.22889131634840218,-0.2526998389250619,24,31
214,Sheyam,North,Passingdang,Sikkim,True,27.4367,88.528,-0.22285377825137925,-0.2480833781496881,24,31
215,Shipgyer,North,Passingdang,Sikkim,True,27.5544461,88.6336147,-0.23388290331837264,-0.2734716317411647,24,31
216,Tingbong,North,Passingdang,Sikkim,True,27.5524,88.4984,-0.25135574983946934,-0.28318278789795287,24,31
217,Zimchung,North,Passingdang,Sikkim,True,27.4903,88.5321,-0.20341200188484154,-0.2198324702592693,24,31
218,Bampa,Chamoli,Joshimath,Uttarakhand,True,30.7436664,79.8297153,-0.0352492248493412,-0.021537519162147044,24,30
219,Gamsali,Chamoli,Joshimath,Uttarakhand,True,30.7559986,79.8261873,0.00985856239682603,0.04086539374523245,24,30
220,Gurguti,Chamoli,Joshimath,Uttarakhand,True,30.7738,79.8758,0.07823420431374856,0.06500696221321654,24,30
221,Joshimath,Chamoli,Joshimath,Uttarakhand,True,30.5555752,79.5612607,-0.08768003486024083,-0.08731213529185806,24,29
222,Kailashpur,Chamoli,Joshimath,Uttarakhand,True,30.7148,79.8639,0.04592874982282675,0.04820864308787249,48,60
223,Mahargaon,Chamoli,Joshimath,Uttarakhand,True,30.4061118,79.4205814,-0.2107809270347339,-0.21401740564769967,24,29
224,Malari,Chamoli,Joshimath,Uttarakhand,True,30.6845508,79.8893688,-0.03640625425398532,-0.013610289686537953,48,60
225,Mana,Chamoli,Joshimath,Uttarakhand,True,30.9671228,79.4109692,0.134471275317742,0.11968404282454902,24,29
226,Bilju,Pithoragarh,Munsyari,Uttarakhand,True,30.3949398,80.1659059,-0.03489116258030664,-0.0430203524761441,24,29
227,Burphu,Pithoragarh,Munsyari,Uttarakhand,True,30.3666548,80.1842308,-0.11672708458529846,-0.0973390381254041,24,29
228,Martoli,Pithoragarh,Munsyari,Uttarakhand,True,30.3482498,80.1931552,-0.10703358784842332,-0.06860051440541584,24,29
229,Rilkot,Pithoragarh,Munsyari,Uttarakhand,True,30.3104468,80.2080315,-0.13643422568018984,-0.1369197515363635,24,29
230,Tola,Pithoragarh,Munsyari,Uttarakhand,True,30.3356863,80.2121168,-0.19205530498193585,-0.15391512381562755,24,29
231,Baling,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2092254,80.5479905,-0.30211629940942003,-0.28345698991559976,24,29
232,Dar,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.069216,80.602947,-0.22647406745207901,-0.22890918082778383,24,31
233,Dugtu,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.21,80.5679,-0.20001525072758125,-0.183079414419418,24,29
234,Garbyang,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1251387,80.8575277,-0.15835507329153264,-0.15302596522356485,49,59
235,Gunji,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1865763,80.8508108,-0.12069811499560076,-0.08718484114956389,49,58
236,Kuti,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.3078792,80.7599224,-0.06947582252323257,-0.08249983251664031,24,29
237,Navi,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2049725,80.8373063,-0.08239674945486836,-0.03712023025751779,24,36
238,Rongkong (Raung Kong),Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2033451,80.8316381,-0.18286424363182954,-0.1451444710520599,24,31
239,Sela,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1472581,80.6056591,-0.2298177091367169,-0.22370567573887898,24,31
240,Tidang,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.246,80.5487,-0.23699168179738628,-0.20902389933569904,24,29
241,Amali,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,29.7039,80.3278,-0.23535624005479136,-0.2370465488679778,24,29
242,Bagori,Uttarkashi,Bhatwari,Uttarakhand,True,30.7702443,78.4746317,-0.225477334959036,-0.22714100966209866,44,53
243,Dharali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0408468,78.7815312,-0.15336834744418584,-0.1173857906727314,48,60
244,Harshil,Uttarkashi,Bhatwari,Uttarakhand,True,31.0350501,78.7572289,-0.16468715042781046,-0.1594359348413345,48,60
245,Jadung,Uttarkashi,Bhatwari,Uttarakhand,True,31.1648,79.0397,0.07742604215874646,0.0631086187221221,48,60
246,Jaspur,Uttarkashi,Bhatwari,Uttarakhand,True,30.727214,78.4636435,-0.2570562888461562,-0.2780305704294561,44,53
247,Jhala,Uttarkashi,Bhatwari,Uttarakhand,True,31.0248573,78.7101354,-0.16907996831828465,-0.15640818689028288,48,60
248,Mukhawa,Uttarkashi,Bhatwari,Uttarakhand,True,31.0542,78.7901,-0.058786945956016246,-0.02514835980515663,48,60
249,Nelang,Uttarkashi,Bhatwari,Uttarakhand,True,31.121954,79.0304088,0.1184466441522498,0.11286213689446808,48,60
250,Purali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0299258,78.7099965,-0.19261669883869598,-0.17068624826882836,48,60
251,Sukki,Uttarkashi,Bhatwari,Uttarakhand,True,31.014,78.7108,-0.17962740636053162,-0.14881390871383388,48,60
