village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_2019,lights_2019,ndbi_2019_image_count,lights_2019_image_count
199,Tumlong,North,Kabi Tingda,Sikkim,True,27.4198712,88.5898311,-0.2100127292145143,0.2638028955671994,24,4
200,Lachen,North,Lachen,Sikkim,True,27.7305455,88.5469054,-0.2270506418667476,0.3605273386263954,24,4
201,Lachung,North,Lachung,Sikkim,True,27.7794,88.7152648,-0.2421752261945271,0.2231354554128753,24,4
202,Barfok,North,Passingdang,Sikkim,True,27.4977,88.491,-0.252806036805994,0.2045379853099922,24,4
203,Gor,North,Passingdang,Sikkim,True,27.4302826,88.4984203,-0.2283210991329405,0.2263205379550397,24,4
204,Hee-Gyathang,North,Passingdang,Sikkim,True,27.4816,88.4991,-0.2204336591602585,0.2666229030939454,24,4
205,Lingdem,North,Passingdang,Sikkim,True,27.5494817,88.4569319,-0.2196025184993536,0.3400083915450405,24,4
206,Lingdong,North,Passingdang,Sikkim,True,27.5073091,88.5194632,-0.2123299916701894,0.2695400662400652,24,4
207,Lingthem,North,Passingdang,Sikkim,True,27.5224732,88.5014686,-0.2195908549517727,0.1470711010657503,24,4
208,Lingzah-Tolung,North,Passingdang,Sikkim,True,27.571,88.4466,-0.1684315308564854,0.2953607120471577,24,4
209,Lum,North,Passingdang,Sikkim,True,27.394,88.48,-0.2668378268618701,0.2858025750991215,24,4
210,Namok,North,Passingdang,Sikkim,True,27.4504654,88.5375829,-0.2185231101366731,0.0816029238444412,24,4
211,Sakyong-Pentong,North,Passingdang,Sikkim,True,27.5797,88.4049,-0.2256807957054099,0.2264880959172638,24,4
212,Salim Pakel,North,Passingdang,Sikkim,True,27.5379,88.5518,-0.2662122339170504,0.3000805509752697,24,4
213,Sangtok,North,Passingdang,Sikkim,True,27.4091,88.504,-0.23699079721407,0.2546850393606922,24,4
214,Sheyam,North,Passingdang,Sikkim,True,27.4367,88.528,-0.2199846154741724,0.3230000029396078,24,4
215,Shipgyer,North,Passingdang,Sikkim,True,27.5544461,88.6336147,-0.2463644362964805,0.2839960375488883,24,4
216,Tingbong,North,Passingdang,Sikkim,True,27.5524,88.4984,-0.2178525326666819,0.2656701842656523,24,4
217,Zimchung,North,Passingdang,Sikkim,True,27.4903,88.5321,-0.2018577620310817,0.3404124595902182,24,4
218,Bampa,Chamoli,Joshimath,Uttarakhand,True,30.7436664,79.8297153,-0.0792206446892747,0.330288258895021,24,4
219,Gamsali,Chamoli,Joshimath,Uttarakhand,True,30.7559986,79.8261873,-0.0414255220011686,0.3026189168079479,24,4
220,Gurguti,Chamoli,Joshimath,Uttarakhand,True,30.7738,79.8758,0.0637348021668873,0.2736652069755665,24,4
221,Joshimath,Chamoli,Joshimath,Uttarakhand,True,30.5555752,79.5612607,-0.0823463814744517,4.342440708041062,24,4
222,Kailashpur,Chamoli,Joshimath,Uttarakhand,True,30.7148,79.8639,0.0371592367886813,0.3142626030664694,48,4
223,Mahargaon,Chamoli,Joshimath,Uttarakhand,True,30.4061118,79.4205814,-0.1908080991469229,0.4469344384683286,24,4
224,Malari,Chamoli,Joshimath,Uttarakhand,True,30.6845508,79.8893688,-0.0345790887644973,0.3290829622719486,48,4
225,Mana,Chamoli,Joshimath,Uttarakhand,True,30.9671228,79.4109692,0.077925343058778,0.2545376300811767,24,4
226,Bilju,Pithoragarh,Munsyari,Uttarakhand,True,30.3949398,80.1659059,-0.0453409593074741,0.2528831506066996,24,4
227,Burphu,Pithoragarh,Munsyari,Uttarakhand,True,30.3666548,80.1842308,-0.1091623399657265,0.2429582845301057,24,4
228,Martoli,Pithoragarh,Munsyari,Uttarakhand,True,30.3482498,80.1931552,-0.1072846344786818,0.2531708623369317,24,4
229,Rilkot,Pithoragarh,Munsyari,Uttarakhand,True,30.3104468,80.2080315,-0.1561456337624819,0.2566712090792287,24,4
230,Tola,Pithoragarh,Munsyari,Uttarakhand,True,30.3356863,80.2121168,-0.1811282693624954,0.2299918444260306,24,4
231,Baling,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2092254,80.5479905,-0.2762030657303876,0.2749458277277156,24,4
232,Dar,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.069216,80.602947,-0.1913546027586913,0.1700137364012854,24,4
233,Dugtu,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.21,80.5679,-0.179400839657109,0.2263474179478822,24,4
234,Garbyang,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1251387,80.8575277,-0.163035785551938,0.245550708916351,48,4
235,Gunji,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1865763,80.8508108,-0.116947082714991,0.2128614434831636,47,4
236,Kuti,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.3078792,80.7599224,-0.0851129524475955,0.3277971584963305,24,4
237,Navi,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2049725,80.8373063,-0.058639717829944,0.20431793081944,24,4
238,Rongkong (Raung Kong),Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2033451,80.8316381,-0.1519534788285285,0.2617557804041687,24,4
239,Sela,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1472581,80.6056591,-0.2332629716862516,0.1779582883046304,24,4
240,Tidang,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.246,80.5487,-0.2195281622046442,0.2651712753166809,24,4
241,Amali,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,29.7039,80.3278,-0.1023423073535333,0.3484852607138291,24,4
242,Bagori,Uttarkashi,Bhatwari,Uttarakhand,True,30.7702443,78.4746317,-0.1766664883944439,0.3549214535648102,43,4
243,Dharali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0408468,78.7815312,-0.1441904909320804,0.6018122982438715,49,4
244,Harshil,Uttarkashi,Bhatwari,Uttarakhand,True,31.0350501,78.7572289,-0.1669577059811453,0.47517491759987,49,4
245,Jadung,Uttarkashi,Bhatwari,Uttarakhand,True,31.1648,79.0397,0.0558171256247508,0.2689865602921413,49,4
246,Jaspur,Uttarkashi,Bhatwari,Uttarakhand,True,30.727214,78.4636435,-0.2427798686553675,0.7660487350341654,43,4
247,Jhala,Uttarkashi,Bhatwari,Uttarakhand,True,31.0248573,78.7101354,-0.1770529046789793,0.369243245447004,49,4
248,Mukhawa,Uttarkashi,Bhatwari,Uttarakhand,True,31.0542,78.7901,-0.0581399846428619,0.2461761553900838,49,4
249,Nelang,Uttarkashi,Bhatwari,Uttarakhand,True,31.121954,79.0304088,0.1126246263422055,0.2786944676130074,48,4
250,Purali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0299258,78.7099965,-0.1786043049659821,0.3196810801931329,49,4
251,Sukki,Uttarkashi,Bhatwari,Uttarakhand,True,31.014,78.7108,-0.1725396356202596,0.345865171939525,49,4
252,Chhitkul,Kinnaur,Unknown,Himachal Pradesh,False,31.3881,78.46219,-0.4825656649849393,0.2821174548810413,24,4
253,Pooh,Kinnaur,Unknown,Himachal Pradesh,False,31.76159,78.5839324,-0.0620226911664624,0.7341035182091825,24,4
254,Nako,Kinnaur,Unknown,Himachal Pradesh,False,31.8813748,78.6270483,0.0165399670549541,0.4213478124729434,24,4
255,Leo,Kinnaur,Unknown,Himachal Pradesh,False,31.8839167,78.5935199,-0.0908693215238827,0.4097145133300932,24,4
256,Chango,Kinnaur,Unknown,Himachal Pradesh,False,31.9777573,78.5944015,-0.1988144461008893,0.5236155417399666,24,4
257,Gue,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.1310531,78.5697113,-0.1334115098615463,0.32432590442415,24,4
258,Lalung,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.14927,78.27071,0.0879829905902232,0.2423702715055362,48,4
