village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_2019,lights_2019,ndbi_2019_image_count,lights_2019_image_count
182,Gatam,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.0979458,93.6001405,-0.3004095982893972,0.1878455054559064,23,4
183,Habak,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.1084846,93.5827385,-0.2723539119632157,0.2565530648278125,23,4
184,Hapuk (I),Kra daadi,Pipsorang,Arunachal Pradesh,True,28.0967863,93.5839299,-0.3041833702450333,0.2725901942712747,23,4
185,Kokso,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.0838152,93.6115937,-0.2906134898808023,0.296898195291665,23,4
186,Richik,Kra daadi,Pipsorang,Arunachal Pradesh,True,28.064816,93.6543383,-0.2668596686271924,0.2517957373299582,23,4
187,Chungthang,North,Chungthang,Sikkim,True,27.604236,88.6465196,-0.1521672526982103,0.7381752022275966,24,4
188,Tung,North,Chungthang,Sikkim,True,27.5475,88.6493,-0.2294141730451099,0.3164771454057832,24,4
189,Chawang,North,Kabi Tingda,Sikkim,True,27.4415,88.5992,-0.2387673717315379,0.3373337071199965,24,4
190,Labi,North,Kabi Tingda,Sikkim,True,27.4373,88.6584,-0.2429247395532031,0.2078981080107009,24,4
191,Paney-Phensong,North,Kabi Tingda,Sikkim,True,27.4340487,88.6127695,-0.2104380112687611,0.3136067847256135,24,4
192,Phamtam,North,Kabi Tingda,Sikkim,True,27.4557,88.61,-0.1964673805320197,0.2900926933864529,24,4
193,Phodong,North,Kabi Tingda,Sikkim,True,27.4130306,88.5838702,-0.2179270211573558,0.3999437630109498,24,4
194,Ramthang,North,Kabi Tingda,Sikkim,True,27.4039854,88.550947,-0.1984482664217265,0.2254514708005009,24,4
195,Rongong,North,Kabi Tingda,Sikkim,True,27.4092,88.5635,-0.2251971807226041,0.3295451883958387,24,4
196,Tangyek,North,Kabi Tingda,Sikkim,True,27.4207,88.527,-0.2211171876257083,0.2582592830581525,24,4
197,Tingchim,North,Kabi Tingda,Sikkim,True,27.4607586,88.5277316,-0.2241178743701551,0.2301234602259198,24,4
198,Tingda,North,Kabi Tingda,Sikkim,True,27.3957,88.6272,-0.2274395735552446,0.384301675031971,24,4
