system:index,block,district,is_core_sample,lights_after,lights_before,ndbi_after,ndbi_before,state,village,village_id,.geo
00000000000000000072,Sarli,Kurung Kumey,True,0.2780754154620889,0.3006703960162967,-0.3472270133234885,-0.332344744635357,Arunachal Pradesh,Haraiho,115,"{""type"":""Point"",""coordinates"":[93.13839415139584,27.980448873075968]}"
00000000000000000073,Sarli,Kurung Kumey,True,0.3031352746713857,0.2838742502133942,-0.2332967395609566,-0.2152575194753106,Arunachal Pradesh,Kapu,116,"{""type"":""Point"",""coordinates"":[93.07524882137801,27.887998330934877]}"
00000000000000000074,Sarli,Kurung Kumey,True,0.2605672572840608,0.3296775638462434,-0.3309482749574342,-0.3306041171605578,Arunachal Pradesh,Koropu,117,"{""type"":""Point"",""coordinates"":[93.20233766050227,27.98990662641033]}"
00000000000000000075,Sarli,Kurung Kumey,True,0.267042650417848,0.3031416046365208,-0.3299317325063177,-0.3143574197739771,Arunachal Pradesh,Machane,118,"{""type"":""Point"",""coordinates"":[93.07700124809202,27.92209707669058]}"
00000000000000000076,Sarli,Kurung Kumey,True,0.2811233124418839,0.2873235689560036,-0.3223785352662183,-0.3093008338913558,Arunachal Pradesh,Malo,119,"{""type"":""Point"",""coordinates"":[93.11535397625269,27.956383104690516]}"
00000000000000000077,Sarli,Kurung Kumey,True,0.2810768493016561,0.2878796320491367,-0.276422196399044,-0.2662348894520134,Arunachal Pradesh,Milli,120,"{""type"":""Point"",""coordinates"":[93.05746592637686,27.950635323432625]}"
00000000000000000078,Sarli,Kurung Kumey,True,0.2632304521154207,0.3492948008506787,-0.3631234351346019,-0.3439516799868156,Arunachal Pradesh,Namjo,121,"{""type"":""Point"",""coordinates"":[93.18496946189909,27.942996883328078]}"
00000000000000000079,Sarli,Kurung Kumey,True,0.3543145475975637,0.3691220203348036,-0.2729192584070015,-0.2755625225201671,Arunachal Pradesh,New Sarli,122,"{""type"":""Point"",""coordinates"":[93.17052197448594,27.958220254324537]}"
0000000000000000007a,Sarli,Kurung Kumey,True,0.2670429187142596,0.2583119646296187,-0.2844171172677552,-0.2885300742372975,Arunachal Pradesh,Riya,123,"{""type"":""Point"",""coordinates"":[93.04673287014121,27.877679971097205]}"
0000000000000000007b,Sarli,Kurung Kumey,True,0.3036268498169051,0.2920314788487222,-0.3099458862061665,-0.2972480389954759,Arunachal Pradesh,Sape,124,"{""type"":""Point"",""coordinates"":[93.13214249171892,27.9549294377471]}"
0000000000000000007c,Sarli,Kurung Kumey,True,0.5349841442914451,0.4925895840897406,-0.2336470267916904,-0.2067595483350186,Arunachal Pradesh,Sarli,125,"{""type"":""Point"",""coordinates"":[93.16337403549726,27.95255719598666]}"
0000000000000000007d,Sarli,Kurung Kumey,True,0.4573357466002614,0.4528480047372508,-0.2306627686620204,-0.2203867225732382,Arunachal Pradesh,Sate,126,"{""type"":""Point"",""coordinates"":[93.15724277154878,27.953738857765828]}"
0000000000000000007e,Sarli,Kurung Kumey,True,0.3076209036101188,0.2837779017697487,-0.3236996170703531,-0.2985951229133035,Arunachal Pradesh,Wabia,127,"{""type"":""Point"",""coordinates"":[93.13603974603964,27.941391606948837]}"
0000000000000000007f,Sarli,Kurung Kumey,True,0.3076209036101188,0.2837779017697487,-0.3236996170703531,-0.2985951229133035,Arunachal Pradesh,Walu,128,"{""type"":""Point"",""coordinates"":[93.13603974603964,27.941391606948837]}"
00000000000000000080,Sarli,Kurung Kumey,True,0.3043431781207438,0.2651690820786466,-0.2413557206393951,-0.2740769476844548,Arunachal Pradesh,Waru,129,"{""type"":""Point"",""coordinates"":[93.04481099758719,27.885264901989114]}"
00000000000000000081,Hunli-Desali,Lower Dibang,True,0.3135208863508939,0.2816047672752266,-0.2628157393425416,-0.2348090481759946,Arunachal Pradesh,Chanli,130,"{""type"":""Point"",""coordinates"":[96.02962622433857,28.292349614461347]}"
00000000000000000082,Jang-Thingbu,Tawang,True,0.3253385157683051,0.3608065135735651,-0.1160292710244885,-0.0590072238055179,Arunachal Pradesh,Broxer,131,"{""type"":""Point"",""coordinates"":[91.96319806876019,27.622646145446417]}"
00000000000000000083,Jang-Thingbu,Tawang,True,0.3449604102321879,0.3028233486872453,0.2363721420807781,0.2154251058111171,Arunachal Pradesh,Luguthang,132,"{""type"":""Point"",""coordinates"":[92.18574734323661,27.59482135487292]}"
00000000000000000084,Jang-Thingbu,Tawang,True,0.3740740691953235,0.3194250052836206,0.0319428703688963,0.0404382755186536,Arunachal Pradesh,Mago,133,"{""type"":""Point"",""coordinates"":[92.20810973501965,27.68833762216578]}"
00000000000000000085,Jang-Thingbu,Tawang,True,0.3702737302122628,0.3469955163084872,-0.0863360667661473,-0.0324879745207282,Arunachal Pradesh,Namazing,134,"{""type"":""Point"",""coordinates"":[91.97682062247847,27.550627204332216]}"
00000000000000000086,Jang-Thingbu,Tawang,True,0.3831742907475148,0.334834444003978,-0.1134784086079056,-0.0221593736296778,Arunachal Pradesh,Rho,135,"{""type"":""Point"",""coordinates"":[91.98722816433721,27.61410696692906]}"
00000000000000000087,Kitpi,Tawang,True,1.1792122750276963,0.8847767963473286,-0.0648292776277941,-0.0030965660690475,Arunachal Pradesh,Kitpi,136,"{""type"":""Point"",""coordinates"":[91.90283967690074,27.573118910045796]}"
00000000000000000088,Kitpi,Tawang,True,1.1792122750276963,0.8847767963473286,-0.0648292776277941,-0.0030965660690475,Arunachal Pradesh,Kitpi II,137,"{""type"":""Point"",""coordinates"":[91.90283967690074,27.573118910045796]}"
00000000000000000089,Tawang,Tawang,True,0.7924999988923861,0.5528899583760208,-0.1144916444402681,-0.0104110517712083,Arunachal Pradesh,Famla,138,"{""type"":""Point"",""coordinates"":[91.85233143926837,27.561244323940468]}"
0000000000000000008a,Tawang,Tawang,True,0.4036676006610166,0.421729982465339,-0.0733814695225646,-0.0093909473735211,Arunachal Pradesh,Gyangong Ani Gompa,139,"{""type"":""Point"",""coordinates"":[91.85251872151261,27.60030604916865]}"
0000000000000000008b,Tawang,Tawang,True,0.4392099823992131,0.3922099878559005,-0.115946373286294,-0.0224132092719345,Arunachal Pradesh,Jangda,140,"{""type"":""Point"",""coordinates"":[91.97423880296851,27.594232753533866]}"
0000000000000000008c,Tawang,Tawang,True,4.404845047504344,2.0589435930882165,0.0658614026696629,0.1075398535075263,Arunachal Pradesh,Mandrelling,141,"{""type"":""Point"",""coordinates"":[91.86972639247786,27.595289560483533]}"
0000000000000000008d,Tawang,Tawang,True,0.3838044267047095,0.3670777031765864,-0.1307489458968653,-0.0542397053802184,Arunachal Pradesh,Sakpret,142,"{""type"":""Point"",""coordinates"":[91.79900950887126,27.575678434050474]}"
0000000000000000008e,Tawang,Tawang,True,0.8367808195689739,0.5441935635887435,-0.1226953125161203,-0.0158357224864358,Arunachal Pradesh,Shyro,143,"{""type"":""Point"",""coordinates"":[91.94647643980977,27.57444772215973]}"
0000000000000000008f,Tawang,Tawang,True,4.404845047504344,2.0589435930882165,0.0658614026696629,0.1075398535075263,Arunachal Pradesh,Singsore Ani Gompa,144,"{""type"":""Point"",""coordinates"":[91.86972639247786,27.595289560483533]}"
00000000000000000090,Tawang,Tawang,True,1.153208825367616,0.7321441877247098,-0.1264489791117433,-0.0568506457796584,Arunachal Pradesh,Tawang Gompa,145,"{""type"":""Point"",""coordinates"":[91.85738805986297,27.58660769073247]}"
00000000000000000091,Tawang,Tawang,True,0.4192716571313163,0.3805788859268323,-0.1879031032657998,-0.0987736059837669,Arunachal Pradesh,Thongleng,146,"{""type"":""Point"",""coordinates"":[91.79215141145107,27.572940546003657]}"
00000000000000000092,Zemithang-Dudunghar,Tawang,True,0.431085204810239,0.336713475859567,-0.1251173189976501,-0.0276572089319052,Arunachal Pradesh,Brokenthang,147,"{""type"":""Point"",""coordinates"":[91.72411890667863,27.735260742551194]}"
00000000000000000093,Zemithang-Dudunghar,Tawang,True,1.7411796344651118,0.3939444424377548,-0.1374577887370329,-0.0656733252148854,Arunachal Pradesh,Gorsam,148,"{""type"":""Point"",""coordinates"":[91.7142464569463,27.69732716988953]}"
00000000000000000094,Zemithang-Dudunghar,Tawang,True,0.3392328463944812,0.3464382956558692,0.0376143384632084,0.1027995272454369,Arunachal Pradesh,Kharman,149,"{""type"":""Point"",""coordinates"":[91.74630739352058,27.691851393795897]}"
00000000000000000095,Zemithang-Dudunghar,Tawang,True,0.5705586666501434,0.3590465578619994,-0.1594877083395433,-0.0562289322125455,Arunachal Pradesh,Lumpo,150,"{""type"":""Point"",""coordinates"":[91.7144025254832,27.720483281660073]}"
00000000000000000096,Zemithang-Dudunghar,Tawang,True,0.3190348910993351,0.3050965129798133,-0.128931720043385,-0.0825591279699687,Arunachal Pradesh,Maling,151,"{""type"":""Point"",""coordinates"":[92.06936034664062,27.635082578284475]}"
00000000000000000097,Zemithang-Dudunghar,Tawang,True,0.3624916477232574,0.3550668117861971,-0.1093149023618791,-0.0393783747597631,Arunachal Pradesh,Muktur,152,"{""type"":""Point"",""coordinates"":[91.66276167618322,27.58005727128496]}"
00000000000000000098,Zemithang-Dudunghar,Tawang,True,0.4085080364359868,0.3851008964159564,-0.1658387030635031,-0.1018208880564776,Arunachal Pradesh,Ramyang,153,"{""type"":""Point"",""coordinates"":[91.6549671675418,27.514700227144598]}"
00000000000000000099,Zemithang-Dudunghar,Tawang,True,0.3858602130174371,0.3532239515272211,-0.1642757247816831,-0.1222044175327923,Arunachal Pradesh,Shakti,154,"{""type"":""Point"",""coordinates"":[91.71386743335677,27.611391374387523]}"
0000000000000000009a,Zemithang-Dudunghar,Tawang,True,0.3229620406031608,0.3175777768426471,-0.1622682626139256,-0.0880767065477497,Arunachal Pradesh,Shoktsen,155,"{""type"":""Point"",""coordinates"":[91.73185544700637,27.741655093461837]}"
0000000000000000009b,Zemithang-Dudunghar,Tawang,True,0.29704613652679,0.3366936445901436,-0.1984606649537189,-0.1217966384207548,Arunachal Pradesh,Sirdi,156,"{""type"":""Point"",""coordinates"":[91.72303088602159,27.646653945518175]}"
0000000000000000009c,Singa-Gelling,Upper Siang,True,0.2603489192729538,0.3078090175820352,-0.3180918805760148,-0.3313810687722822,Arunachal Pradesh,Bishing,157,"{""type"":""Point"",""coordinates"":[95.02681007022701,29.110773021810804]}"
0000000000000000009d,Singa-Gelling,Upper Siang,True,0.2593917697503784,0.3312706719948411,-0.2803367668762225,-0.2750570824222493,Arunachal Pradesh,Bona,158,"{""type"":""Point"",""coordinates"":[94.94753617169886,29.097418014155735]}"
0000000000000000009e,Singa-Gelling,Upper Siang,True,0.2740987004348019,0.2503258910758535,-0.3161838569016577,-0.3040008941431302,Arunachal Pradesh,Mankota,159,"{""type"":""Point"",""coordinates"":[95.07594490473495,28.887831346441672]}"
0000000000000000009f,Singa-Gelling,Upper Siang,True,0.265493051231758,0.3002689312959476,-0.3690475712167982,-0.3496453769048926,Arunachal Pradesh,Mayum,160,"{""type"":""Point"",""coordinates"":[94.95978978139372,29.092419361874825]}"
000000000000000000a0,Singa-Gelling,Upper Siang,True,0.2481259262754715,0.2220117167536435,-0.3807628462994757,-0.3521239314100819,Arunachal Pradesh,Tashi Gaon,161,"{""type"":""Point"",""coordinates"":[95.10283328408721,28.87433810665394]}"
000000000000000000a1,Tuting,Upper Siang,True,0.4155217530123428,0.3502424446354924,-0.1692797012242252,-0.1493472210283597,Arunachal Pradesh,Jido,162,"{""type"":""Point"",""coordinates"":[94.90488041102161,28.982061069903082]}"
000000000000000000a2,Tuting,Upper Siang,True,0.4983690031011856,0.4707912581223425,-0.1489951938201483,-0.1476733659910978,Arunachal Pradesh,Lali,163,"{""type"":""Point"",""coordinates"":[94.89121772539383,29.000392434333808]}"
000000000000000000a3,Tuting,Upper Siang,True,0.2478420465057498,0.289104553596329,-0.2344920061709976,-0.2391508690768666,Arunachal Pradesh,Ngaming,164,"{""type"":""Point"",""coordinates"":[94.93814084577924,28.968634716631165]}"
000000000000000000a4,Tuting,Upper Siang,True,0.2160629587372144,0.2518185107078817,-0.358622867415818,-0.3734105347038766,Arunachal Pradesh,Nyering,165,"{""type"":""Point"",""coordinates"":[95.01045854666403,28.93606990163785]}"
000000000000000000a5,Tuting,Upper Siang,True,0.2513586337974232,0.3387238755740217,-0.2638074318786548,-0.2900040934172367,Arunachal Pradesh,Pango,166,"{""type"":""Point"",""coordinates"":[94.75785493108738,28.88702870825205]}"
000000000000000000a6,Tuting,Upper Siang,True,0.5192830704334306,0.3522089867131938,-0.183902521176186,-0.1730089869606337,Arunachal Pradesh,Pekong,167,"{""type"":""Point"",""coordinates"":[94.89192672246133,28.987880196777837]}"
000000000000000000a7,Tuting,Upper Siang,True,0.5192830704334306,0.3522089867131938,-0.183902521176186,-0.1730089869606337,Arunachal Pradesh,Pekong,168,"{""type"":""Point"",""coordinates"":[94.89192672246133,28.987880196777837]}"
000000000000000000a8,Tuting,Upper Siang,True,0.260356623150728,0.2684561746119142,-0.2429601153246995,-0.2366208112743336,Arunachal Pradesh,Pokbir,169,"{""type"":""Point"",""coordinates"":[94.9375522444402,28.96397941513136]}"
000000000000000000a9,Tuting,Upper Siang,True,0.5071700069808853,0.461296819009558,-0.1462010759373873,-0.1322808893269617,Arunachal Pradesh,Rishing,170,"{""type"":""Point"",""coordinates"":[94.8852915800938,28.99840367526397]}"
000000000000000000aa,Tuting,Upper Siang,True,0.2599117010173945,0.3194002942336316,-0.266140560674387,-0.2464508200259416,Arunachal Pradesh,Tenggo,171,"{""type"":""Point"",""coordinates"":[94.47865277772694,29.06682412182804]}"
000000000000000000ab,Limeking,Upper Subansiri,True,0.1901703535851852,0.3138664801805716,-0.2346499408950415,-0.2216586972954796,Arunachal Pradesh,Dadu,172,"{""type"":""Point"",""coordinates"":[93.53957501407332,28.362584915154173]}"
000000000000000000ac,Limeking,Upper Subansiri,True,0.3106022083956892,0.3245414357817634,0.0145810517356706,0.0417477259516728,Arunachal Pradesh,Gumsing,173,"{""type"":""Point"",""coordinates"":[93.21725335352603,28.432182564396356]}"
000000000000000000ad,Limeking,Upper Subansiri,True,0.3888815323314393,0.3461837784672941,-0.0389936812525902,0.0015265104559098,Arunachal Pradesh,Lingbing,174,"{""type"":""Point"",""coordinates"":[93.21511744412143,28.43672638836982]}"
000000000000000000ae,Limeking,Upper Subansiri,True,0.3650883986475718,0.3082265217330574,-0.2448779665081644,-0.2267970021222134,Arunachal Pradesh,Redding,175,"{""type"":""Point"",""coordinates"":[93.46215610158339,28.485107634799707]}"
000000000000000000af,Limeking,Upper Subansiri,True,0.3650883986475718,0.3082265217330574,-0.2448779665081644,-0.2267970021222134,Arunachal Pradesh,Redding Camp,176,"{""type"":""Point"",""coordinates"":[93.46215610158339,28.485107634799707]}"
000000000000000000b0,Limeking,Upper Subansiri,True,0.3106022083956892,0.3245414357817634,0.0145810517356706,0.0417477259516728,Arunachal Pradesh,Taying,177,"{""type"":""Point"",""coordinates"":[93.21725335352603,28.432182564396356]}"
000000000000000000b1,Limeking,Upper Subansiri,True,0.2436117258229871,0.3405261687220868,0.0126246103146316,0.0319955928749391,Arunachal Pradesh,Yaja,178,"{""type"":""Point"",""coordinates"":[93.2468439481167,28.43543324906432]}"
000000000000000000b2,Nacho,Upper Subansiri,True,0.1982685184313191,0.3127046291033426,-0.3376275142700056,-0.3271265954595955,Arunachal Pradesh,Chokar,179,"{""type"":""Point"",""coordinates"":[93.80940413701944,28.427915204688215]}"
000000000000000000b3,Nafra,West Kameng,True,0.5382803232142968,0.4953869047042514,-0.0520544791371469,0.0098980704352361,Arunachal Pradesh,Jerigaon,180,"{""type"":""Point"",""coordinates"":[92.47264590501533,27.340322621348545]}"
000000000000000000b4,Nafra,West Kameng,True,0.3504880582965902,0.3000765237602649,-0.3486181210276176,-0.3128598029847961,Arunachal Pradesh,Khellong,181,"{""type"":""Point"",""coordinates"":[92.41451706368261,27.013385791210947]}"
000000000000000000b5,Pipsorang,Kra daadi,True,0.2699363260456685,0.3173361380783359,-0.3586788914918684,-0.3518814316042731,Arunachal Pradesh,Gatam,182,"{""type"":""Point"",""coordinates"":[93.60013852458123,28.097946185834264]}"
000000000000000000b6,Pipsorang,Kra daadi,True,0.2814972054358967,0.2870968431067866,-0.3571564847980141,-0.3291880140558603,Arunachal Pradesh,Habak,183,"{""type"":""Point"",""coordinates"":[93.58273911227067,28.108483041623558]}"
000000000000000000b7,Pipsorang,Kra daadi,True,0.2644889171591203,0.3004199552361296,-0.3682929467569203,-0.349824326656065,Arunachal Pradesh,Hapuk (I),184,"{""type"":""Point"",""coordinates"":[93.58392969225194,28.096786819560368]}"
000000000000000000b8,Pipsorang,Kra daadi,True,0.2614820003174287,0.2921400450346039,-0.3192139005622647,-0.3095820105740143,Arunachal Pradesh,Kokso,185,"{""type"":""Point"",""coordinates"":[93.61159395518753,28.083815294595897]}"
000000000000000000b9,Pipsorang,Kra daadi,True,0.2735084327084295,0.3056797789053971,-0.3624914928785459,-0.323257622295115,Arunachal Pradesh,Richik,186,"{""type"":""Point"",""coordinates"":[93.65433889788586,28.064815065007163]}"
000000000000000000ba,Chungthang,North,True,1.6991583488083308,1.0351106918283872,-0.081936056205728,-0.0952839026013121,Sikkim,Chungthang,187,"{""type"":""Point"",""coordinates"":[88.64651870520714,27.60423451719674]}"
000000000000000000bb,Chungthang,North,True,0.3519908902105547,0.3675817576140465,-0.1902774815519205,-0.2127791428279866,Sikkim,Tung,188,"{""type"":""Point"",""coordinates"":[88.64930118426449,27.547501374493752]}"
000000000000000000bc,Kabi Tingda,North,True,0.3742286746706205,0.4049126295521939,-0.2514193429154625,-0.2240494989232847,Sikkim,Chawang,189,"{""type"":""Point"",""coordinates"":[88.59919872482797,27.441499624251236]}"
000000000000000000bd,Kabi Tingda,North,True,0.3593346281080841,0.3511868972157051,-0.2218379775778582,-0.20384717892979,Sikkim,Labi,190,"{""type"":""Point"",""coordinates"":[88.65840220951458,27.437299151058884]}"
000000000000000000be,Kabi Tingda,North,True,0.4190462965104314,0.4081425925095876,-0.2060696969501086,-0.2044922568057432,Sikkim,Paney-Phensong,191,"{""type"":""Point"",""coordinates"":[88.61276776933362,27.434048466390923]}"
000000000000000000bf,Kabi Tingda,North,True,0.339695696415526,0.3533810782298613,-0.2394302637764297,-0.2084651981646377,Sikkim,Phamtam,192,"{""type"":""Point"",""coordinates"":[88.60999866757942,27.45570186110646]}"
000000000000000000c0,Kabi Tingda,North,True,0.9851003040478924,0.6528037040252387,-0.2566262628678016,-0.2443884718872748,Sikkim,Phodong,193,"{""type"":""Point"",""coordinates"":[88.58386833540622,27.413032723126033]}"
000000000000000000c1,Kabi Tingda,North,True,0.4838083166772033,0.4429693329011344,-0.2404044425609695,-0.2383595999072507,Sikkim,Ramthang,194,"{""type"":""Point"",""coordinates"":[88.55094679232865,27.403985207088592]}"
000000000000000000c2,Kabi Tingda,North,True,0.4376955354346909,0.4369217791703825,-0.2702025482333422,-0.2560696007061122,Sikkim,Rongong,195,"{""type"":""Point"",""coordinates"":[88.56349916179408,27.409202355321124]}"
000000000000000000c3,Kabi Tingda,North,True,0.4571001877945461,0.5131067261602101,-0.2156975309824854,-0.2119091241770904,Sikkim,Tangyek,196,"{""type"":""Point"",""coordinates"":[88.52700141967163,27.42069791783691]}"
000000000000000000c4,Kabi Tingda,North,True,0.5703370897957448,0.5232134883323412,-0.2288074429667956,-0.2205306465338769,Sikkim,Tingchim,197,"{""type"":""Point"",""coordinates"":[88.5277327122444,27.460758481701067]}"
000000000000000000c5,Kabi Tingda,North,True,0.4889415924969529,0.498046871740371,-0.2377339650819125,-0.2304544420337327,Sikkim,Tingda,198,"{""type"":""Point"",""coordinates"":[88.62719742034257,27.395700197331294]}"
000000000000000000c6,Kabi Tingda,North,True,0.4819100721756881,0.4635785880894166,-0.2268535973730094,-0.2158355262494111,Sikkim,Tumlong,199,"{""type"":""Point"",""coordinates"":[88.58983015351468,27.41987298414202]}"
000000000000000000c7,Lachen,North,True,0.6587425638322852,1.216574595210009,0.0302360628088148,0.0293353351348267,Sikkim,Lachen,200,"{""type"":""Point"",""coordinates"":[88.54690684677422,27.730547472737705]}"
000000000000000000c8,Lachung,North,True,0.3326486454095064,0.3661538481446545,-0.250629658583354,-0.2084659525721097,Sikkim,Lachung,201,"{""type"":""Point"",""coordinates"":[88.71526466614812,27.779401383879254]}"
000000000000000000c9,Passingdang,North,True,0.3429308352894793,0.3608437296079129,-0.3041057374092077,-0.2850982541788867,Sikkim,Barfok,202,"{""type"":""Point"",""coordinates"":[88.49099863776611,27.49769767482781]}"
000000000000000000ca,Passingdang,North,True,0.3712839305872831,0.3823133488923177,-0.2499578804237398,-0.2351825720471733,Sikkim,Gor,203,"{""type"":""Point"",""coordinates"":[88.49841858191904,27.430280526000764]}"
000000000000000000cb,Passingdang,North,True,0.3754096815039991,0.3942998203818358,-0.2911924620115327,-0.2901480079386859,Sikkim,Hee-Gyathang,204,"{""type"":""Point"",""coordinates"":[88.49910082438022,27.481600320024874]}"
000000000000000000cc,Passingdang,North,True,0.3362653943953029,0.3240089570020908,-0.2186594810247872,-0.2088746464292089,Sikkim,Lingdem,205,"{""type"":""Point"",""coordinates"":[88.45693110571779,27.54948121536148]}"
000000000000000000cd,Passingdang,North,True,0.4377711841615581,0.410595101589537,-0.2279116053524439,-0.1909405703836172,Sikkim,Lingdong,206,"{""type"":""Point"",""coordinates"":[88.51946107979026,27.507307037597986]}"
000000000000000000ce,Passingdang,North,True,0.4279825030142781,0.416055307801367,-0.2112743970666694,-0.2058728374747398,Sikkim,Lingthem,207,"{""type"":""Point"",""coordinates"":[88.5014686070396,27.522472440280758]}"
000000000000000000cf,Passingdang,North,True,0.3457962550363763,0.3423516905480152,-0.2269470320776054,-0.2275682687167482,Sikkim,Lingzah-Tolung,208,"{""type"":""Point"",""coordinates"":[88.446603827678,27.571000837045407]}"
000000000000000000d0,Passingdang,North,True,0.3941946349354665,0.3653029470102365,-0.3061929611668485,-0.299772809107052,Sikkim,Lum,209,"{""type"":""Point"",""coordinates"":[88.48000249456831,27.394001279829933]}"
000000000000000000d1,Passingdang,North,True,0.4955302109052469,0.409230476496993,-0.2339704104495627,-0.2265796484316486,Sikkim,Namok,210,"{""type"":""Point"",""coordinates"":[88.53758286647145,27.450466876469715]}"
000000000000000000d2,Passingdang,North,True,0.3177683293954584,0.3334268719430954,-0.1935375831808016,-0.1843197089474949,Sikkim,Sakyong-Pentong,211,"{""type"":""Point"",""coordinates"":[88.40489785552512,27.579700543200676]}"
000000000000000000d3,Passingdang,North,True,0.4050675869981447,0.4571935146715906,-0.2892051815842997,-0.2760242126668413,Sikkim,Salim Pakel,212,"{""type"":""Point"",""coordinates"":[88.5518029397309,27.537900929925684]}"
000000000000000000d4,Passingdang,North,True,0.4301649770197638,0.427768087259696,-0.2491763373989547,-0.2414737713789778,Sikkim,Sangtok,213,"{""type"":""Point"",""coordinates"":[88.5039969173369,27.409099795996898]}"
000000000000000000d5,Passingdang,North,True,0.4526974018725602,0.470827745159245,-0.2099544366870027,-0.1943669563417083,Sikkim,Sheyam,214,"{""type"":""Point"",""coordinates"":[88.5280002583076,27.436701631517725]}"
000000000000000000d6,Passingdang,North,True,0.3894425544024861,0.3855753298533165,-0.2373767500277114,-0.2111379103931328,Sikkim,Shipgyer,215,"{""type"":""Point"",""coordinates"":[88.63361406675847,27.55444419483396]}"
000000000000000000d7,Passingdang,North,True,0.3616147009792733,0.3804677065735671,-0.2523543862034669,-0.2405658337129312,Sikkim,Tingbong,216,"{""type"":""Point"",""coordinates"":[88.49839628641378,27.552401926551482]}"
000000000000000000d8,Passingdang,North,True,0.7471053263153692,0.5537121205618887,-0.195653763051907,-0.1836280722628187,Sikkim,Zimchung,217,"{""type"":""Point"",""coordinates"":[88.53209817217574,27.490300026180147]}"
000000000000000000d9,Joshimath,Chamoli,True,0.5278188010741924,0.3824560014402557,-0.0026249550360172,0.0034610800556523,Uttarakhand,Bampa,218,"{""type"":""Point"",""coordinates"":[79.82971655627074,30.74366461387531]}"
000000000000000000da,Joshimath,Chamoli,True,0.6808072245211118,0.4055165516184422,0.0918432596272178,0.1009882719187524,Uttarakhand,Gamsali,219,"{""type"":""Point"",""coordinates"":[79.82618940733747,30.75599848738915]}"
000000000000000000db,Joshimath,Chamoli,True,0.4285874308784151,0.3708005504529984,0.0341942429090603,0.0445948906739306,Uttarakhand,Gurguti,220,"{""type"":""Point"",""coordinates"":[79.8758013656581,30.7737992187945]}"
000000000000000000dc,Joshimath,Chamoli,True,18.45351125764487,10.475582501391887,0.0086373938138908,0.0094701775197099,Uttarakhand,Joshimath,221,"{""type"":""Point"",""coordinates"":[79.5612608364491,30.555575272339908]}"
000000000000000000dd,Joshimath,Chamoli,True,0.4457593238013878,0.3491447350304378,0.0405419733257959,0.0384231932357383,Uttarakhand,Kailashpur,222,"{""type"":""Point"",""coordinates"":[79.86390002494646,30.714800852756355]}"
000000000000000000de,Joshimath,Chamoli,True,1.580878825362072,1.0263455284995282,-0.1109886736315439,-0.0883032134652612,Uttarakhand,Mahargaon,223,"{""type"":""Point"",""coordinates"":[79.42058065731392,30.40611066412945]}"
000000000000000000df,Joshimath,Chamoli,True,0.6881595727658167,0.4318977463583759,0.0130804457601452,0.0267597804968839,Uttarakhand,Malari,224,"{""type"":""Point"",""coordinates"":[79.88937041016375,30.684550311209776]}"
000000000000000000e0,Joshimath,Chamoli,True,0.5007696400674219,0.398117146784574,-0.4896249327708921,-0.728737560550908,Uttarakhand,Mana,225,"{""type"":""Point"",""coordinates"":[79.41097129454376,30.96712354496665]}"
000000000000000000e1,Munsyari,Pithoragarh,True,0.4518514501335827,0.3606911221276159,0.010321054620298,-0.0200644332278833,Uttarakhand,Bilju,226,"{""type"":""Point"",""coordinates"":[80.16590602109424,30.394940615990578]}"
000000000000000000e2,Munsyari,Pithoragarh,True,0.4479230744825615,0.3420915760836758,-0.0128047589851472,-0.0231109296935945,Uttarakhand,Burphu,227,"{""type"":""Point"",""coordinates"":[80.1842329264239,30.36665653800857]}"
000000000000000000e3,Munsyari,Pithoragarh,True,0.43709474769375,0.3522380453994475,0.0033722271647102,-0.0850857820509217,Uttarakhand,Martoli,228,"{""type"":""Point"",""coordinates"":[80.19315558763185,30.34824936885995]}"
000000000000000000e4,Munsyari,Pithoragarh,True,0.450174483699133,0.3704980037204572,-0.0188730969662762,-0.0873554321878159,Uttarakhand,Rilkot,229,"{""type"":""Point"",""coordinates"":[80.20803114874614,30.310445110128832]}"
000000000000000000e5,Munsyari,Pithoragarh,True,0.4281385894054951,0.344724632508081,-0.0700350156737431,-0.0941200414922951,Uttarakhand,Tola,230,"{""type"":""Point"",""coordinates"":[80.2121156853111,30.33568808119239]}"
000000000000000000e6,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.4787296842973385,0.3768138303012786,-0.1083412023180173,-0.2094636987339151,Uttarakhand,Baling,231,"{""type"":""Point"",""coordinates"":[80.54798855395981,30.209223516215612]}"
000000000000000000e7,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.4826518437210735,0.3658324172546521,0.0057769215881526,0.0486495594066682,Uttarakhand,Dar,232,"{""type"":""Point"",""coordinates"":[80.60294697444353,30.069216661339514]}"
000000000000000000e8,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.4049926799293668,0.3353878491927187,0.0433513169283131,-0.0152626892217232,Uttarakhand,Dugtu,233,"{""type"":""Point"",""coordinates"":[80.5679028992645,30.20999939979891]}"
000000000000000000e9,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.431792982336999,0.3313349662846281,0.1016959049672826,0.0960132772490741,Uttarakhand,Garbyang,234,"{""type"":""Point"",""coordinates"":[80.85752597178686,30.12513824765078]}"
