village_id,village,district,block,state,is_core_sample,latitude,longitude,built_before,built_after,built_before_image_count,built_after_image_count
204,Hee-Gyathang,North,Passingdang,Sikkim,True,27.4816,88.4991,0.03309052458286262,0.03236068677582199,19,36
205,Lingdem,North,Passingdang,Sikkim,True,27.5494817,88.4569319,0.046925932868105216,0.052062850748835175,19,36
206,Lingdong,North,Passingdang,Sikkim,True,27.5073091,88.5194632,0.07036624577135149,0.07149802142803117,19,36
207,Lingthem,North,Passingdang,Sikkim,True,27.5224732,88.5014686,0.059397144861925155,0.06224265343357017,19,36
208,Lingzah-Tolung,North,Passingdang,Sikkim,True,27.571,88.4466,0.032106410249385146,0.032006159251733814,19,36
209,Lum,North,Passingdang,Sikkim,True,27.394,88.48,0.03521142199716456,0.036743314539034684,19,36
210,Namok,North,Passingdang,Sikkim,True,27.4504654,88.5375829,0.042255793731303476,0.045869091601854296,19,36
211,Sakyong-Pentong,North,Passingdang,Sikkim,True,27.5797,88.4049,0.03368639730164864,0.03220590700870159,19,36
212,Salim Pakel,North,Passingdang,Sikkim,True,27.5379,88.5518,0.038422892929073686,0.040590864327506374,19,36
213,Sangtok,North,Passingdang,Sikkim,True,27.4091,88.504,0.04323786179298886,0.042293035052077425,19,36
214,Sheyam,North,Passingdang,Sikkim,True,27.4367,88.528,0.09198033514408346,0.0809206256081151,19,36
215,Shipgyer,North,Passingdang,Sikkim,True,27.5544461,88.6336147,0.060751993802921546,0.0602713714099664,19,36
216,Tingbong,North,Passingdang,Sikkim,True,27.5524,88.4984,0.033225118546885674,0.034131994590603565,19,36
217,Zimchung,North,Passingdang,Sikkim,True,27.4903,88.5321,0.13653006644887752,0.12785772252210478,19,36
218,Bampa,Chamoli,Joshimath,Uttarakhand,True,30.7436664,79.8297153,0.05124462482736242,0.05993706735077718,39,59
219,Gamsali,Chamoli,Joshimath,Uttarakhand,True,30.7559986,79.8261873,0.09068503214736116,0.1176159314439508,39,59
220,Gurguti,Chamoli,Joshimath,Uttarakhand,True,30.7738,79.8758,0.03831345162146825,0.03693646627490847,39,59
221,Joshimath,Chamoli,Joshimath,Uttarakhand,True,30.5555752,79.5612607,0.5497596170611327,0.5424152920859011,39,50
222,Kailashpur,Chamoli,Joshimath,Uttarakhand,True,30.7148,79.8639,0.033962225227837116,0.032282134938244625,78,110
223,Mahargaon,Chamoli,Joshimath,Uttarakhand,True,30.4061118,79.4205814,0.09449350259480202,0.09912248853436217,39,51
224,Malari,Chamoli,Joshimath,Uttarakhand,True,30.6845508,79.8893688,0.04702746357216637,0.09471296834022727,78,110
225,Mana,Chamoli,Joshimath,Uttarakhand,True,30.9671228,79.4109692,0.063839649513009,0.06171142844004428,39,59
226,Bilju,Pithoragarh,Munsyari,Uttarakhand,True,30.3949398,80.1659059,0.03831670180558386,0.03632552859151813,30,52
227,Burphu,Pithoragarh,Munsyari,Uttarakhand,True,30.3666548,80.1842308,0.03805161402164966,0.04047725874767499,30,52
228,Martoli,Pithoragarh,Munsyari,Uttarakhand,True,30.3482498,80.1931552,0.047566225633257755,0.04019752478821218,30,52
229,Rilkot,Pithoragarh,Munsyari,Uttarakhand,True,30.3104468,80.2080315,0.04229198232681722,0.040207986458960454,30,51
230,Tola,Pithoragarh,Munsyari,Uttarakhand,True,30.3356863,80.2121168,0.04292680309430273,0.038276066238274155,30,52
231,Baling,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2092254,80.5479905,0.04957672636498808,0.0391086402272197,30,53
232,Dar,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.069216,80.602947,0.11239969869801662,0.13417936560197657,30,53
233,Dugtu,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.21,80.5679,0.03973119610071759,0.03725968640567117,30,53
234,Garbyang,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1251387,80.8575277,0.06967915105917764,0.0974836088343766,60,104
235,Gunji,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1865763,80.8508108,0.07259413409199929,0.09519046016866188,60,104
236,Kuti,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.3078792,80.7599224,0.06775241725958492,0.07565331980723952,60,102
237,Navi,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2049725,80.8373063,0.06771956997590249,0.09429315806764997,60,104
238,Rongkong (Raung Kong),Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.2033451,80.8316381,0.05268003170767509,0.06632038081445865,60,104
239,Sela,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.1472581,80.6056591,0.05240971393231701,0.05368084733890918,30,53
240,Tidang,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,30.246,80.5487,0.08244297368457255,0.08100318931083378,30,53
241,Amali,Pithoragarh,Dharchula or Kanalichhina (unresolved),Uttarakhand,True,29.7039,80.3278,0.04562946619237,0.04658451955414933,46,52
242,Bagori,Uttarkashi,Bhatwari,Uttarakhand,True,30.7702443,78.4746317,0.03475543100921795,0.034168865773226094,65,104
243,Dharali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0408468,78.7815312,0.14904844953688948,0.12779824659267902,65,106
244,Harshil,Uttarkashi,Bhatwari,Uttarakhand,True,31.0350501,78.7572289,0.07462012920859068,0.07580459048635711,65,106
245,Jadung,Uttarkashi,Bhatwari,Uttarakhand,True,31.1648,79.0397,0.03141327942636434,0.03211286021262467,84,115
246,Jaspur,Uttarkashi,Bhatwari,Uttarakhand,True,30.727214,78.4636435,0.0347340423191764,0.035014137494203706,65,104
247,Jhala,Uttarkashi,Bhatwari,Uttarakhand,True,31.0248573,78.7101354,0.14076091459536721,0.18818494535715152,65,106
248,Mukhawa,Uttarkashi,Bhatwari,Uttarakhand,True,31.0542,78.7901,0.03187389495193073,0.0325373545754112,65,106
249,Nelang,Uttarkashi,Bhatwari,Uttarakhand,True,31.121954,79.0304088,0.0396937048071905,0.0395974442206255,83,115
250,Purali,Uttarkashi,Bhatwari,Uttarakhand,True,31.0299258,78.7099965,0.09081576130777672,0.11150158545092519,65,106
251,Sukki,Uttarkashi,Bhatwari,Uttarakhand,True,31.014,78.7108,0.1235716624946788,0.16966919832724764,65,107
252,Chhitkul,Kinnaur,Unknown,Himachal Pradesh,False,31.3881,78.46219,,0.04525902055002515,66,103
253,Pooh,Kinnaur,Unknown,Himachal Pradesh,False,31.76159,78.5839324,0.24429407014636123,0.27326770153111785,39,62
254,Nako,Kinnaur,Unknown,Himachal Pradesh,False,31.8813748,78.6270483,0.1623106662781089,0.1909927564583251,39,62
255,Leo,Kinnaur,Unknown,Himachal Pradesh,False,31.8839167,78.5935199,0.11229604750059623,0.11708513264376427,39,62
256,Chango,Kinnaur,Unknown,Himachal Pradesh,False,31.9777573,78.5944015,0.33577190357496267,0.3003198839274538,39,62
257,Gue,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.1310531,78.5697113,0.054927801766177196,0.11227014296621295,39,61
258,Lalung,Lahaul and Spiti,Unknown,Himachal Pradesh,False,32.14927,78.27071,0.032300611344194194,0.03225590519360174,73,111
