village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count
92,Papu,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9111524,93.3917445,-0.2542280212255994,-0.24645124140849997,49,59,0.41930559581944504,0.38302462450349156,4,4
93,Rengchi,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8914093,93.4267781,-0.27235661706222297,-0.23998944315177886,25,30,0.33125801349138206,0.27526972625443025,4,4
94,Tate,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.9539309,93.2699171,-0.3093080203651649,-0.27134318844620764,98,121,0.36973072997779854,0.3700716672768475,4,4
95,Yumlam,Kurung Kumey,Koloriang,Arunachal Pradesh,True,27.8897958,93.4560068,-0.2737369084178235,-0.24709774679542193,25,30,0.36837255661700086,0.2679206090841784,4,4
96,Cheba,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0204954,93.4801015,-0.27015788216334263,-0.2426292699419204,50,60,0.38283114668815016,0.33976157229005194,4,4
97,Dape,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0305059,93.4762607,-0.2831657943273178,-0.2206072329395187,50,60,0.36362391489615953,0.30429938307318755,4,4
98,Dare,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.040746,93.4566336,-0.28370516025115694,-0.23781627521402438,25,30,0.38010860512728684,0.36361876524314674,4,4
99,Geyang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.032302,93.4718342,-0.2782243362927832,-0.21569861105462165,50,60,0.37452171879437474,0.31387774611010716,4,4
100,Gonang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,27.9884834,93.5169908,-0.23441130282767558,-0.22521352993326807,50,60,0.32700934016608174,0.3134109290622555,4,4
101,Nyokuriang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0062351,93.5622034,-0.24202123253937893,-0.24341423787081468,50,60,0.3796442499468832,0.326675020737158,4,4
102,Pachang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0250521,93.4720132,-0.27081045079868027,-0.21619059583212558,50,60,0.38924478216197794,0.31630111197022637,4,4
103,Pado I,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,27.9756026,93.5757879,-0.24716812312146785,-0.25684429995573166,50,60,0.35080662780765964,0.2910176861100157,4,4
