system:index,after_image_count,before_image_count,block,district,is_core_sample,lights_after,lights_before,ndbi_after,ndbi_before,state,village,village_id,.geo,latitude,longitude,ndbi_before_image_count,ndbi_after_image_count,lights_before_image_count,lights_after_image_count
00000000000000000056,6,4,Koloriang,Kurung Kumey,True,0.48033144942830114,0.3604297795322503,-0.26642007672745055,-0.28669253361045766,Arunachal Pradesh,Chote,87,"{""type"":""Point"",""coordinates"":[93.2616615409173,27.952441259359272]}",27.9524396,93.2616596,98,121,4,4
00000000000000000057,4,3,Koloriang,Kurung Kumey,True,0.3201300876712368,0.40596719049085855,-0.26774467251070716,-0.26109258118860074,Arunachal Pradesh,Kiodhriang,88,"{""type"":""Point"",""coordinates"":[93.25418362845068,27.85817140398838]}",27.8581693,93.2541827,49,61,4,4
00000000000000000058,2,1,Koloriang,Kurung Kumey,True,0.26045986639549634,0.3505685643574333,-0.2261800702097985,-0.26800326086837073,Arunachal Pradesh,Nangram,89,"{""type"":""Point"",""coordinates"":[93.43878595296228,27.907172465464694]}",27.9071735,93.4387839,25,30,4,4
00000000000000000059,4,3,Koloriang,Kurung Kumey,True,0.4004264146986614,0.3845540592436541,-0.2681740479214286,-0.2821413498401846,Arunachal Pradesh,Nyolo,90,"{""type"":""Point"",""coordinates"":[93.30762149547517,27.901264156568878]}",27.9012651,93.3076219,49,61,4,4
0000000000000000005a,2,2,Koloriang,Kurung Kumey,True,0.33432852226277426,0.35298002182974264,-0.2603955298948192,-0.28203611104533455,Arunachal Pradesh,Pakba,91,"{""type"":""Point"",""coordinates"":[93.3997821960478,27.890361654493198]}",27.8903622,93.3997806,39,35,4,4
0000000000000000005b,4,3,Koloriang,Kurung Kumey,True,0.37191943734884264,0.4210777807897991,-0.24191198778793327,-0.25607036677044154,Arunachal Pradesh,Papu,92,"{""type"":""Point"",""coordinates"":[93.39174243684843,27.911154442705424]}",27.9111524,93.3917445,49,57,4,4
0000000000000000005c,2,1,Koloriang,Kurung Kumey,True,0.2588684495741973,0.2829542921538337,-0.2381202542297689,-0.2617095949180829,Arunachal Pradesh,Rengchi,93,"{""type"":""Point"",""coordinates"":[93.42677759382535,27.89140954324076]}",27.8914093,93.4267781,25,30,4,4
0000000000000000005d,6,4,Koloriang,Kurung Kumey,True,0.44356707286940444,0.41959534648252433,-0.28448814075466755,-0.3110107152020048,Arunachal Pradesh,Tate,94,"{""type"":""Point"",""coordinates"":[93.26991533696723,27.953930599111125]}",27.9539309,93.2699171,98,121,4,4
0000000000000000005e,2,1,Koloriang,Kurung Kumey,True,0.27568332966831,0.40909999344084,-0.24428405775725343,-0.24702749303020988,Arunachal Pradesh,Yumlam,95,"{""type"":""Point"",""coordinates"":[93.45600700123069,27.889795348659415]}",27.8897958,93.4560068,25,30,4,4
0000000000000000005f,3,1,Parsi-Parlo,Kurung Kumey,True,0.3630577381282644,0.38400504544310515,-0.2248234514166438,-0.24450570571264804,Arunachal Pradesh,Cheba,96,"{""type"":""Point"",""coordinates"":[93.48009952422245,28.02049605963697]}",28.0204954,93.4801015,50,60,4,4
00000000000000000060,1,0,Parsi-Parlo,Kurung Kumey,True,0.30831828081042717,0.355674381113483,-0.2341421963177576,-0.2872536408492523,Arunachal Pradesh,Dape,97,"{""type"":""Point"",""coordinates"":[93.47626023821545,28.030506741501952]}",28.0305059,93.4762607,25,30,4,4
00000000000000000061,1,0,Parsi-Parlo,Kurung Kumey,True,0.3513420767350388,0.3853989912063948,-0.2238980211377063,-0.25306146337011737,Arunachal Pradesh,Dare,98,"{""type"":""Point"",""coordinates"":[93.45663573447922,28.040744837520663]}",28.040746,93.4566336,25,30,4,4
00000000000000000062,1,0,Parsi-Parlo,Kurung Kumey,True,0.3221672199649832,0.35825782890954555,-0.19942394742785227,-0.2725685481281262,Arunachal Pradesh,Geyang,99,"{""type"":""Point"",""coordinates"":[93.47183235086939,28.03230375922649]}",28.032302,93.4718342,25,30,4,4
00000000000000000063,3,1,Parsi-Parlo,Kurung Kumey,True,0.32742977909157783,0.31306741338097654,-0.20781927774418982,-0.200440786805615,Arunachal Pradesh,Gonang,100,"{""type"":""Point"",""coordinates"":[93.51698966723762,27.988484173174275]}",27.9884834,93.5169908,50,60,4,4
00000000000000000064,3,1,Parsi-Parlo,Kurung Kumey,True,0.31360555529594425,0.39535000317626534,-0.20994562235663558,-0.20958063691613532,Arunachal Pradesh,Nyokuriang,101,"{""type"":""Point"",""coordinates"":[93.56220495191955,28.006235854468045]}",28.0062351,93.5622034,50,60,4,4
00000000000000000065,3,1,Parsi-Parlo,Kurung Kumey,True,0.32719966871985073,0.3887541687594637,-0.18823143058565936,-0.2301862453413153,Arunachal Pradesh,Pachang,102,"{""type"":""Point"",""coordinates"":[93.47201517401257,28.025053260913587]}",28.0250521,93.4720132,50,60,4,4
00000000000000000066,3,1,Parsi-Parlo,Kurung Kumey,True,0.289994406833329,0.3720418906744632,-0.26818903863791477,-0.24352065210452087,Arunachal Pradesh,Pado I,103,"{""type"":""Point"",""coordinates"":[93.57578737372836,27.975601830230875]}",27.9756026,93.5757879,50,60,4,4
00000000000000000067,1,0,Parsi-Parlo,Kurung Kumey,True,0.35983425210852654,0.3338535909494643,-0.2370239873145267,-0.3158282044089014,Arunachal Pradesh,Pagam,104,"{""type"":""Point"",""coordinates"":[93.45849963871957,28.049310770644333]}",28.049312,93.4584998,25,30,4,4
00000000000000000068,3,1,Parsi-Parlo,Kurung Kumey,True,0.3803079917150386,0.35564372494204854,-0.2334909728496681,-0.2580965191306212,Arunachal Pradesh,Pape,105,"{""type"":""Point"",""coordinates"":[93.4902573564222,28.01296017885665]}",28.0129617,93.4902587,50,60,4,4
00000000000000000069,1,0,Parsi-Parlo,Kurung Kumey,True,0.2571689095828937,0.35290404194265634,-0.24322237099936925,-0.3154115146903462,Arunachal Pradesh,Pariang,106,"{""type"":""Point"",""coordinates"":[93.48038044758883,28.03281655584764]}",28.0328165,93.4803814,25,30,4,4
0000000000000000006a,1,0,Parsi-Parlo,Kurung Kumey,True,0.31650333667385544,0.3507488811334682,-0.2238472384618316,-0.30897716851454027,Arunachal Pradesh,Passik,107,"{""type"":""Point"",""coordinates"":[93.47054367066492,28.036000353999793]}",28.0360017,93.4705453,25,30,4,4
0000000000000000006b,3,1,Parsi-Parlo,Kurung Kumey,True,0.3034756790458886,0.36685803063989225,-0.21964007907779007,-0.23553008773171194,Arunachal Pradesh,Pilop,108,"{""type"":""Point"",""coordinates"":[93.56747115026367,28.00412669966976]}",28.004125,93.5674707,50,60,4,4
0000000000000000006c,3,1,Parsi-Parlo,Kurung Kumey,True,0.34623589092533424,0.3953216701207797,-0.27982874397292845,-0.28038045919204624,Arunachal Pradesh,Rashik,109,"{""type"":""Point"",""coordinates"":[93.55084762153643,28.008059626798907]}",28.0080613,93.5508476,50,60,4,4
0000000000000000006d,3,1,Parsi-Parlo,Kurung Kumey,True,0.2772757464139036,0.35963179261845474,-0.261892107657375,-0.2524356765232599,Arunachal Pradesh,Yarba-I,110,"{""type"":""Point"",""coordinates"":[93.56540212737488,27.96349091176971]}",27.96349,93.5654022,50,60,4,4
0000000000000000006e,6,4,Sarli,Kurung Kumey,True,0.36314238433843193,0.3465100174751112,-0.2570357759960593,-0.2720646219284013,Arunachal Pradesh,Bala,111,"{""type"":""Point"",""coordinates"":[93.1252487214903,27.94310390175336]}",27.9431025,93.1252507,98,121,4,4
0000000000000000006f,6,4,Sarli,Kurung Kumey,True,0.3466463423356778,0.4138081963865826,-0.26322534554583615,-0.2897243740231963,Arunachal Pradesh,Chaching,112,"{""type"":""Point"",""coordinates"":[93.23394822787014,27.937596911952358]}",27.9375989,93.2339474,98,121,4,4
00000000000000000070,7,5,Sarli,Kurung Kumey,True,0.3706465051256194,0.3891010012862156,-0.28052458989258194,-0.26454356683763064,Arunachal Pradesh,Chulu,113,"{""type"":""Point"",""coordinates"":[93.05452291968159,27.87920944275853]}",27.8792111,93.0545229,98,120,4,4
00000000000000000071,13,9,Sarli,Kurung Kumey,True,0.21293025944042523,0.3919966248344918,-0.238037423111569,-0.2381267265996641,Arunachal Pradesh,Gane,114,"{""type"":""Point"",""coordinates"":[93.03913456194614,27.9643158454646]}",27.9643147,93.0391329,196,237,4,4
00000000000000000072,6,4,Sarli,Kurung Kumey,True,0.35704189562264765,0.39181005488560844,-0.29567999275535417,-0.289861767780243,Arunachal Pradesh,Haraiho,115,"{""type"":""Point"",""coordinates"":[93.13839415139584,27.980448873075968]}",27.9804475,93.1383943,98,121,4,4
00000000000000000073,7,5,Sarli,Kurung Kumey,True,0.2889921559398412,0.30863381785414656,-0.23888808085304752,-0.24542254302511274,Arunachal Pradesh,Kapu,116,"{""type"":""Point"",""coordinates"":[93.07524882137801,27.887998330934877]}",27.8879985,93.075251,98,120,4,4
00000000000000000074,6,4,Sarli,Kurung Kumey,True,0.2874528827133305,0.3953492235384073,-0.2602004095551576,-0.3062958207847183,Arunachal Pradesh,Koropu,117,"{""type"":""Point"",""coordinates"":[93.20233766050227,27.98990662641033]}",27.9899045,93.2023371,98,121,4,4
00000000000000000075,7,5,Sarli,Kurung Kumey,True,0.31057303544510617,0.35801685027192154,-0.2990369115592729,-0.2980959326613911,Arunachal Pradesh,Machane,118,"{""type"":""Point"",""coordinates"":[93.07700124809202,27.92209707669058]}",27.9220981,93.0770012,98,120,4,4
00000000000000000076,6,4,Sarli,Kurung Kumey,True,0.32869503765525515,0.3714571563272896,-0.2830046021514044,-0.2687036085165587,Arunachal Pradesh,Malo,119,"{""type"":""Point"",""coordinates"":[93.11535397625269,27.956383104690516]}",27.9563848,93.1153543,98,121,4,4
00000000000000000077,13,9,Sarli,Kurung Kumey,True,0.24256944517294574,0.3912083305584059,-0.24399486430608558,-0.2851666157495887,Arunachal Pradesh,Milli,120,"{""type"":""Point"",""coordinates"":[93.05746592637686,27.950635323432625]}",27.9506354,93.0574678,196,237,4,4
00000000000000000078,6,4,Sarli,Kurung Kumey,True,0.27120650864878354,0.4064365890291002,-0.28042528812281964,-0.30242033393662354,Arunachal Pradesh,Namjo,121,"{""type"":""Point"",""coordinates"":[93.18496946189909,27.942996883328078]}",27.942996,93.1849686,98,121,4,4
00000000000000000079,6,4,Sarli,Kurung Kumey,True,0.3924721021737371,0.39006137511959027,-0.31240838494119816,-0.2945478364340835,Arunachal Pradesh,New Sarli,122,"{""type"":""Point"",""coordinates"":[93.17052197448594,27.958220254324537]}",27.9582217,93.1705235,98,121,4,4
0000000000000000007a,7,5,Sarli,Kurung Kumey,True,0.30509743983867704,0.370128058610621,-0.2761288251849347,-0.274216634608766,Arunachal Pradesh,Riya,123,"{""type"":""Point"",""coordinates"":[93.04673287014121,27.877679971097205]}",27.8776779,93.0467319,98,120,4,4
0000000000000000007b,6,4,Sarli,Kurung Kumey,True,0.3658749994304445,0.36615554617510904,-0.27593917257408435,-0.26663122244609216,Arunachal Pradesh,Sape,124,"{""type"":""Point"",""coordinates"":[93.13214249171892,27.9549294377471]}",27.9549291,93.1321419,98,121,4,4
0000000000000000007c,6,4,Sarli,Kurung Kumey,True,0.4459378526766115,0.4261982095535231,-0.26996855737577174,-0.24919258475162842,Arunachal Pradesh,Sarli,125,"{""type"":""Point"",""coordinates"":[93.16337403549726,27.95255719598666]}",27.9525582,93.163373,98,121,4,4
0000000000000000007d,6,4,Sarli,Kurung Kumey,True,0.45436733216877895,0.4154765890327717,-0.27323165842863323,-0.25942796029196485,Arunachal Pradesh,Sate,126,"{""type"":""Point"",""coordinates"":[93.15724277154878,27.953738857765828]}",27.9537376,93.1572444,98,121,4,4
0000000000000000007e,6,4,Sarli,Kurung Kumey,True,0.37203961085262044,0.3506975437048823,-0.2547858035585771,-0.27293300171749435,Arunachal Pradesh,Wabia,127,"{""type"":""Point"",""coordinates"":[93.13603974603964,27.941391606948837]}",27.9413919,93.1360402,98,121,4,4
0000000000000000007f,6,4,Sarli,Kurung Kumey,True,0.37203961085262044,0.3506975437048823,-0.2547858035585771,-0.27293300171749435,Arunachal Pradesh,Walu,128,"{""type"":""Point"",""coordinates"":[93.13603974603964,27.941391606948837]}",27.9413919,93.1360402,98,121,4,4
00000000000000000080,7,5,Sarli,Kurung Kumey,True,0.3722185084519445,0.3559476067389931,-0.25591429325247944,-0.28608286043822456,Arunachal Pradesh,Waru,129,"{""type"":""Point"",""coordinates"":[93.04481099758719,27.885264901989114]}",27.8852647,93.0448126,98,120,4,4
00000000000000000081,7,4,Hunli-Desali,Lower Dibang,True,0.2585227187152977,0.3704739508369809,-0.22870556319461208,-0.2185561591237774,Arunachal Pradesh,Chanli,130,"{""type"":""Point"",""coordinates"":[96.02962622433857,28.292349614461347]}",28.2923493,96.0296242,86,83,4,4
00000000000000000082,1,0,Jang-Thingbu,Tawang,True,0.32022221409612234,0.4303194447689586,-0.25270184393870176,-0.18519207915914107,Arunachal Pradesh,Broxer,131,"{""type"":""Point"",""coordinates"":[91.96319806876019,27.622646145446417]}",27.622647,91.9631993,24,30,4,4
00000000000000000083,1,0,Jang-Thingbu,Tawang,True,0.24545248425923863,0.32119343945613277,-0.1901906140818443,-0.17634081590532924,Arunachal Pradesh,Luguthang,132,"{""type"":""Point"",""coordinates"":[92.18574734323661,27.59482135487292]}",27.5948234,92.1857466,24,29,4,4
00000000000000000084,1,0,Jang-Thingbu,Tawang,True,0.3161027759313583,0.3468083338936169,-0.24720009282214225,-0.22487004362816695,Arunachal Pradesh,Mago,133,"{""type"":""Point"",""coordinates"":[92.20810973501965,27.68833762216578]}",27.6883395,92.2081099,24,29,4,4
00000000000000000085,1,0,Jang-Thingbu,Tawang,True,0.3306306021229568,0.385983743575389,-0.22986022782336452,-0.20953354341832411,Arunachal Pradesh,Namazing,134,"{""type"":""Point"",""coordinates"":[91.97682062247847,27.550627204332216]}",27.5506261,91.9768197,24,30,4,4
00000000000000000086,2,0,Jang-Thingbu,Tawang,True,0.34374025048752427,0.35542083889611453,-0.24194620367239802,-0.24243925690447485,Arunachal Pradesh,Rho,135,"{""type"":""Point"",""coordinates"":[91.98722816433721,27.61410696692906]}",27.6141065,91.987227,48,59,4,4
00000000000000000087,1,0,Kitpi,Tawang,True,0.8910295632002608,0.7674832500384322,-0.24420435823372152,-0.2470146237267277,Arunachal Pradesh,Kitpi,136,"{""type"":""Point"",""coordinates"":[91.90283967690074,27.573118910045796]}",27.5731189,91.90284,24,30,4,4
00000000000000000088,1,0,Kitpi,Tawang,True,0.8910295632002608,0.7674832500384322,-0.24420435823372152,-0.2470146237267277,Arunachal Pradesh,Kitpi II,137,"{""type"":""Point"",""coordinates"":[91.90283967690074,27.573118910045796]}",27.5731189,91.90284,24,30,4,4
00000000000000000089,1,0,Tawang,Tawang,True,0.6432902140477914,0.5054386891382752,-0.25839494965860393,-0.23730999427684882,Arunachal Pradesh,Famla,138,"{""type"":""Point"",""coordinates"":[91.85233143926837,27.561244323940468]}",27.5612427,91.8523298,24,30,4,4
0000000000000000008a,1,0,Tawang,Tawang,True,0.37470424118717865,0.4707505576911249,-0.30259769938754244,-0.19820616575775143,Arunachal Pradesh,Gyangong Ani Gompa,139,"{""type"":""Point"",""coordinates"":[91.85251872151261,27.60030604916865]}",27.6003059,91.8525209,24,30,4,4
0000000000000000008b,1,0,Tawang,Tawang,True,0.3817155677362704,0.42765237542361223,-0.23825962749315402,-0.23464665836900678,Arunachal Pradesh,Jangda,140,"{""type"":""Point"",""coordinates"":[91.97423880296851,27.594232753533866]}",27.5942319,91.9742379,24,30,4,4
0000000000000000008c,1,0,Tawang,Tawang,True,2.616215016513496,1.1382530873593397,-0.11036294637355099,-0.1111895835320829,Arunachal Pradesh,Mandrelling,141,"{""type"":""Point"",""coordinates"":[91.86972639247786,27.595289560483533]}",27.5952914,91.8697249,24,30,4,4
0000000000000000008d,1,0,Tawang,Tawang,True,0.308291103187445,0.40250281529786347,-0.2841532916596281,-0.24624353293846726,Arunachal Pradesh,Sakpret,142,"{""type"":""Point"",""coordinates"":[91.79900950887126,27.575678434050474]}",27.57568,91.79901,24,30,4,4
0000000000000000008e,1,0,Tawang,Tawang,True,0.6624443152699545,0.465676511681425,-0.2752112095157553,-0.254674460941439,Arunachal Pradesh,Shyro,143,"{""type"":""Point"",""coordinates"":[91.94647643980977,27.57444772215973]}",27.5744459,91.9464757,24,30,4,4
0000000000000000008f,1,0,Tawang,Tawang,True,2.616215016513496,1.1382530873593397,-0.11036294637355099,-0.1111895835320829,Arunachal Pradesh,Singsore Ani Gompa,144,"{""type"":""Point"",""coordinates"":[91.86972639247786,27.595289560483533]}",27.5952914,91.8697249,24,30,4,4
00000000000000000090,1,0,Tawang,Tawang,True,0.7883258945574718,0.6519112744634704,-0.1937433025322821,-0.2102368654246078,Arunachal Pradesh,Tawang Gompa,145,"{""type"":""Point"",""coordinates"":[91.85738805986297,27.58660769073247]}",27.5866091,91.8573902,24,30,4,4
00000000000000000091,1,0,Tawang,Tawang,True,0.33190193414147484,0.4080839021270778,-0.31769671477944084,-0.23838553634748205,Arunachal Pradesh,Thongleng,146,"{""type"":""Point"",""coordinates"":[91.79215141145107,27.572940546003657]}",27.57294,91.79215,24,30,4,4
00000000000000000092,1,0,Zemithang-Dudunghar,Tawang,True,0.3306777340488842,0.39064116878235977,-0.2817784949276244,-0.24726122707665754,Arunachal Pradesh,Brokenthang,147,"{""type"":""Point"",""coordinates"":[91.72411890667863,27.735260742551194]}",27.7352592,91.724121,24,30,4,4
00000000000000000093,1,0,Zemithang-Dudunghar,Tawang,True,2.2586123560771796,0.459007236199066,-0.2388825054573524,-0.20337689288613198,Arunachal Pradesh,Gorsam,148,"{""type"":""Point"",""coordinates"":[91.7142464569463,27.69732716988953]}",27.6973252,91.7142454,24,30,4,4
00000000000000000094,1,0,Zemithang-Dudunghar,Tawang,True,0.3098797524635424,0.43595358896042136,-0.26882020978707283,-0.2079489623030737,Arunachal Pradesh,Kharman,149,"{""type"":""Point"",""coordinates"":[91.74630739352058,27.691851393795897]}",27.691851,91.7463062,24,30,4,4
00000000000000000095,1,0,Zemithang-Dudunghar,Tawang,True,0.4355424926918358,0.40664149377436715,-0.3012982152007754,-0.263471512359136,Arunachal Pradesh,Lumpo,150,"{""type"":""Point"",""coordinates"":[91.7144025254832,27.720483281660073]}",27.7204821,91.7144005,24,30,4,4
00000000000000000096,2,0,Zemithang-Dudunghar,Tawang,True,0.29052338757467167,0.33146436183914574,-0.28072543132383854,-0.28955242336796205,Arunachal Pradesh,Maling,151,"{""type"":""Point"",""coordinates"":[92.06936034664062,27.635082578284475]}",27.6350823,92.0693622,48,59,4,4
00000000000000000097,1,0,Zemithang-Dudunghar,Tawang,True,0.34695930910216793,0.43266721812379005,-0.25976989997906336,-0.24263755600234113,Arunachal Pradesh,Muktur,152,"{""type"":""Point"",""coordinates"":[91.66276167618322,27.58005727128496]}",27.5800562,91.6627629,24,30,4,4
00000000000000000098,1,0,Zemithang-Dudunghar,Tawang,True,0.29951233239719155,0.4197701747307863,-0.27385753237665167,-0.222300355852108,Arunachal Pradesh,Ramyang,153,"{""type"":""Point"",""coordinates"":[91.6549671675418,27.514700227144598]}",27.514701,91.6549664,24,30,4,4
00000000000000000099,1,0,Zemithang-Dudunghar,Tawang,True,0.27801503933020316,0.38809576574173693,-0.26266181806094513,-0.25751847466741695,Arunachal Pradesh,Shakti,154,"{""type"":""Point"",""coordinates"":[91.71386743335677,27.611391374387523]}",27.61139,91.71387,24,30,4,4
0000000000000000009a,1,0,Zemithang-Dudunghar,Tawang,True,0.3194972159465154,0.3772250004609426,-0.26580456922747003,-0.2709716419490574,Arunachal Pradesh,Shoktsen,155,"{""type"":""Point"",""coordinates"":[91.73185544700637,27.741655093461837]}",27.7416556,91.7318533,24,30,4,4
0000000000000000009b,1,0,Zemithang-Dudunghar,Tawang,True,0.3041517878217357,0.3810212085954845,-0.25023204003323773,-0.22569709275091115,Arunachal Pradesh,Sirdi,156,"{""type"":""Point"",""coordinates"":[91.72303088602159,27.646653945518175]}",27.6466524,91.7230296,24,30,4,4
0000000000000000009c,2,1,Singa-Gelling,Upper Siang,True,0.2564114711531552,0.3785300560975925,-0.2502253155535534,-0.3099695296338258,Arunachal Pradesh,Bishing,157,"{""type"":""Point"",""coordinates"":[95.02681007022701,29.110773021810804]}",29.1107736,95.0268102,25,31,4,4
0000000000000000009d,2,1,Singa-Gelling,Upper Siang,True,0.2997216138056384,0.37054300557949316,-0.30485098643004854,-0.32812414308035237,Arunachal Pradesh,Bona,158,"{""type"":""Point"",""coordinates"":[94.94753617169886,29.097418014155735]}",29.0974164,94.9475348,25,31,4,4
0000000000000000009e,11,9,Singa-Gelling,Upper Siang,True,0.30161353740716135,0.21019296002234647,-0.2704051839147016,-0.2790651157890152,Arunachal Pradesh,Mankota,159,"{""type"":""Point"",""coordinates"":[95.07594490473495,28.887831346441672]}",28.8878329,95.0759463,104,123,4,4
0000000000000000009f,2,1,Singa-Gelling,Upper Siang,True,0.28481613938685435,0.2898435756220644,-0.2955827963367998,-0.30127809074453993,Arunachal Pradesh,Mayum,160,"{""type"":""Point"",""coordinates"":[94.95978978139372,29.092419361874825]}",29.0924208,94.9597907,25,31,4,4
000000000000000000a0,11,9,Singa-Gelling,Upper Siang,True,0.18895368238112759,0.1120731033734046,-0.3080268451683291,-0.30142887115518263,Arunachal Pradesh,Tashi Gaon,161,"{""type"":""Point"",""coordinates"":[95.10283328408721,28.87433810665394]}",28.8743385,95.1028336,104,123,4,4
000000000000000000a1,2,1,Tuting,Upper Siang,True,0.5107872882271339,0.3402375785356068,-0.20931193745774376,-0.22997455216242652,Arunachal Pradesh,Jido,162,"{""type"":""Point"",""coordinates"":[94.90488041102161,28.982061069903082]}",28.9820594,94.904882,25,31,4,4
000000000000000000a2,2,1,Tuting,Upper Siang,True,0.4764654273913538,0.3625192072009413,-0.17676560933997834,-0.18729541243461165,Arunachal Pradesh,Lali,163,"{""type"":""Point"",""coordinates"":[94.89121772539383,29.000392434333808]}",29.0003932,94.8912175,25,31,4,4
000000000000000000a3,2,1,Tuting,Upper Siang,True,0.2615405986452262,0.23702446677130506,-0.22285256385444527,-0.2521236393223474,Arunachal Pradesh,Ngaming,164,"{""type"":""Point"",""coordinates"":[94.93814084577924,28.968634716631165]}",28.9686342,94.9381419,25,31,4,4
000000000000000000a4,2,1,Tuting,Upper Siang,True,0.21899999904963705,0.18558332739604844,-0.2919808416940024,-0.32065967311523647,Arunachal Pradesh,Nyering,165,"{""type"":""Point"",""coordinates"":[95.01045854666403,28.93606990163785]}",28.9360701,95.0104597,26,31,4,4
000000000000000000a5,4,5,Tuting,Upper Siang,True,0.21028845382260747,0.4220027501111502,-0.21840377466961586,-0.2673373841756246,Arunachal Pradesh,Pango,166,"{""type"":""Point"",""coordinates"":[94.75785493108738,28.88702870825205]}",28.8870297,94.7578559,52,61,4,4
000000000000000000a6,2,1,Tuting,Upper Siang,True,0.7041823590409729,0.3113276014174697,-0.1714506773974183,-0.18263532435002164,Arunachal Pradesh,Pekong,167,"{""type"":""Point"",""coordinates"":[94.89192672246133,28.987880196777837]}",28.9878787,94.8919255,25,31,4,4
000000000000000000a7,2,1,Tuting,Upper Siang,True,0.7041823590409729,0.3113276014174697,-0.1714506773974183,-0.18263532435002164,Arunachal Pradesh,Pekong,168,"{""type"":""Point"",""coordinates"":[94.89192672246133,28.987880196777837]}",28.9878787,94.8919255,25,31,4,4
000000000000000000a8,2,1,Tuting,Upper Siang,True,0.2747167189522545,0.1984350912608985,-0.21767720103438845,-0.23819004402817273,Arunachal Pradesh,Pokbir,169,"{""type"":""Point"",""coordinates"":[94.9375522444402,28.96397941513136]}",28.963981,94.9375517,25,31,4,4
000000000000000000a9,2,1,Tuting,Upper Siang,True,0.48181592039059473,0.3043103490575933,-0.14942500220380958,-0.15911695509867227,Arunachal Pradesh,Rishing,170,"{""type"":""Point"",""coordinates"":[94.8852915800938,28.99840367526397]}",28.9984023,94.8852907,25,31,4,4
000000000000000000aa,2,1,Tuting,Upper Siang,True,0.22914734181781482,0.4186147929685269,-0.301767363193778,-0.264907054654695,Arunachal Pradesh,Tenggo,171,"{""type"":""Point"",""coordinates"":[94.47865277772694,29.06682412182804]}",29.0668244,94.478654,25,31,4,4
000000000000000000ab,1,0,Limeking,Upper Subansiri,True,0.14031767847623614,0.3846961369501293,-0.22159515903844054,-0.24419695539298392,Arunachal Pradesh,Dadu,172,"{""type"":""Point"",""coordinates"":[93.53957501407332,28.362584915154173]}",28.3625828,93.5395735,25,30,4,4
000000000000000000ac,2,1,Limeking,Upper Subansiri,True,0.24610497747336965,0.3683591099075191,-0.3003399760917148,-0.2955743480612522,Arunachal Pradesh,Gumsing,173,"{""type"":""Point"",""coordinates"":[93.21725335352603,28.432182564396356]}",28.4321817,93.2172532,49,60,4,4
000000000000000000ad,2,1,Limeking,Upper Subansiri,True,0.29543599094907713,0.3932008811048588,-0.28383397390985304,-0.2928582995310144,Arunachal Pradesh,Lingbing,174,"{""type"":""Point"",""coordinates"":[93.21511744412143,28.43672638836982]}",28.4367283,93.2151175,49,60,4,4
000000000000000000ae,2,1,Limeking,Upper Subansiri,True,0.2817762392001916,0.3899696068539804,-0.3039979376511564,-0.2590413442412375,Arunachal Pradesh,Redding,175,"{""type"":""Point"",""coordinates"":[93.46215610158339,28.485107634799707]}",28.4851077,93.4621565,49,61,4,4
000000000000000000af,2,1,Limeking,Upper Subansiri,True,0.2817762392001916,0.3899696068539804,-0.3039979376511564,-0.2590413442412375,Arunachal Pradesh,Redding Camp,176,"{""type"":""Point"",""coordinates"":[93.46215610158339,28.485107634799707]}",28.4851077,93.4621565,49,61,4,4
000000000000000000b0,2,1,Limeking,Upper Subansiri,True,0.24610497747336965,0.3683591099075191,-0.3003399760917148,-0.2955743480612522,Arunachal Pradesh,Taying,177,"{""type"":""Point"",""coordinates"":[93.21725335352603,28.432182564396356]}",28.4321817,93.2172532,49,60,4,4
000000000000000000b1,2,1,Limeking,Upper Subansiri,True,0.28085005770093757,0.4048773705161933,-0.28890948379032383,-0.2622736517182615,Arunachal Pradesh,Yaja,178,"{""type"":""Point"",""coordinates"":[93.2468439481167,28.43543324906432]}",28.4354329,93.2468461,49,60,4,4
000000000000000000b2,1,0,Nacho,Upper Subansiri,True,0.18550277791089478,0.3750000028146638,-0.2512787410536144,-0.29981448377198117,Arunachal Pradesh,Chokar,179,"{""type"":""Point"",""coordinates"":[93.80940413701944,28.427915204688215]}",28.4279157,93.8094041,25,30,4,4
000000000000000000b3,1,0,Nafra,West Kameng,True,0.5429743304183441,0.4558677555594061,-0.2242025056101957,-0.1920443106336286,Arunachal Pradesh,Jerigaon,180,"{""type"":""Point"",""coordinates"":[92.47264590501533,27.340322621348545]}",27.3403204,92.4726477,24,29,4,4
000000000000000000b4,2,3,Nafra,West Kameng,True,0.38076148301463114,0.309070552416638,-0.2676925113100439,-0.30245176628343484,Arunachal Pradesh,Khellong,181,"{""type"":""Point"",""coordinates"":[92.41451706368261,27.013385791210947]}",27.0133852,92.4145185,24,30,4,4
000000000000000000b5,1,0,Pipsorang,Kra daadi,True,0.27917134363329815,0.3726039296790456,-0.2762334077023996,-0.29572664928074416,Arunachal Pradesh,Gatam,182,"{""type"":""Point"",""coordinates"":[93.60013852458123,28.097946185834264]}",28.0979458,93.6001405,25,30,4,4
000000000000000000b6,1,0,Pipsorang,Kra daadi,True,0.3073743024684864,0.3241340743762821,-0.2729389570972674,-0.3082946397972654,Arunachal Pradesh,Habak,183,"{""type"":""Point"",""coordinates"":[93.58273911227067,28.108483041623558]}",28.1084846,93.5827385,25,30,4,4
